Machine = 5,Job = 3,Task = 12,Ant = 50,
Sedai , Best ,, Bad , Average 
0 , 29.0 , 51.0 , 40.52 , 
1 , 30.0 , 50.0 , 39.98 , 
2 , 31.0 , 51.0 , 40.16 , 
3 , 30.0 , 50.0 , 40.36 , 
4 , 27.0 , 52.0 , 39.66 , 
5 , 30.0 , 56.0 , 40.2 , 
6 , 30.0 , 47.0 , 39.14 , 
7 , 33.0 , 52.0 , 39.86 , 
8 , 30.0 , 49.0 , 38.64 , 
9 , 28.0 , 49.0 , 39.12 , 
10 , 28.0 , 47.0 , 38.7 , 
11 , 30.0 , 51.0 , 38.44 , 
12 , 26.0 , 52.0 , 39.06 , 
13 , 28.0 , 49.0 , 38.66 , 
14 , 30.0 , 50.0 , 39.2 , 
15 , 30.0 , 52.0 , 39.18 , 
16 , 27.0 , 47.0 , 39.1 , 
17 , 28.0 , 50.0 , 37.6 , 
18 , 29.0 , 54.0 , 38.58 , 
19 , 28.0 , 46.0 , 37.9 , 
20 , 29.0 , 50.0 , 36.94 , 
21 , 28.0 , 51.0 , 37.9 , 
22 , 28.0 , 50.0 , 38.16 , 
23 , 28.0 , 47.0 , 38.18 , 
24 , 31.0 , 50.0 , 39.42 , 
25 , 27.0 , 46.0 , 37.48 , 
26 , 27.0 , 51.0 , 37.64 , 
27 , 31.0 , 45.0 , 38.4 , 
28 , 27.0 , 50.0 , 38.22 , 
29 , 30.0 , 48.0 , 37.0 , 
30 , 31.0 , 52.0 , 37.6 , 
31 , 30.0 , 48.0 , 37.5 , 
32 , 28.0 , 44.0 , 37.64 , 
33 , 26.0 , 48.0 , 37.38 , 
34 , 29.0 , 44.0 , 37.32 , 
35 , 28.0 , 50.0 , 36.96 , 
36 , 27.0 , 50.0 , 36.4 , 
37 , 26.0 , 51.0 , 37.22 , 
38 , 29.0 , 50.0 , 36.66 , 
39 , 27.0 , 49.0 , 36.96 , 
40 , 26.0 , 47.0 , 37.04 , 
41 , 29.0 , 47.0 , 37.46 , 
42 , 28.0 , 49.0 , 37.06 , 
43 , 26.0 , 48.0 , 37.22 , 
44 , 29.0 , 47.0 , 36.76 , 
45 , 27.0 , 53.0 , 38.0 , 
46 , 28.0 , 47.0 , 35.98 , 
47 , 31.0 , 46.0 , 38.36 , 
48 , 26.0 , 44.0 , 36.86 , 
49 , 27.0 , 48.0 , 36.78 , 
50 , 29.0 , 47.0 , 37.88 , 
51 , 29.0 , 50.0 , 37.98 , 
52 , 27.0 , 53.0 , 37.0 , 
53 , 29.0 , 46.0 , 36.72 , 
54 , 30.0 , 49.0 , 36.2 , 
55 , 25.0 , 45.0 , 37.4 , 
56 , 26.0 , 46.0 , 38.78 , 
57 , 26.0 , 44.0 , 37.0 , 
58 , 28.0 , 46.0 , 36.78 , 
59 , 29.0 , 50.0 , 36.18 , 
60 , 28.0 , 44.0 , 35.88 , 
61 , 26.0 , 43.0 , 35.6 , 
62 , 28.0 , 51.0 , 36.96 , 
63 , 27.0 , 50.0 , 36.4 , 
64 , 26.0 , 47.0 , 36.18 , 
65 , 29.0 , 50.0 , 36.54 , 
66 , 29.0 , 48.0 , 36.66 , 
67 , 26.0 , 47.0 , 36.36 , 
68 , 27.0 , 48.0 , 35.4 , 
69 , 28.0 , 43.0 , 35.72 , 
70 , 28.0 , 42.0 , 35.44 , 
71 , 29.0 , 47.0 , 35.78 , 
72 , 28.0 , 43.0 , 35.18 , 
73 , 28.0 , 43.0 , 35.32 , 
74 , 27.0 , 46.0 , 35.16 , 
75 , 26.0 , 46.0 , 35.78 , 
76 , 28.0 , 45.0 , 36.08 , 
77 , 29.0 , 44.0 , 35.74 , 
78 , 26.0 , 45.0 , 36.04 , 
79 , 27.0 , 46.0 , 36.04 , 
80 , 25.0 , 48.0 , 35.4 , 
81 , 27.0 , 45.0 , 35.58 , 
82 , 28.0 , 49.0 , 36.34 , 
83 , 28.0 , 48.0 , 35.76 , 
84 , 25.0 , 46.0 , 34.82 , 
85 , 24.0 , 46.0 , 35.08 , 
86 , 26.0 , 41.0 , 33.54 , 
87 , 27.0 , 45.0 , 34.5 , 
88 , 25.0 , 43.0 , 34.6 , 
89 , 26.0 , 46.0 , 35.0 , 
90 , 28.0 , 43.0 , 35.16 , 
91 , 29.0 , 45.0 , 34.84 , 
92 , 28.0 , 42.0 , 35.24 , 
93 , 26.0 , 45.0 , 35.92 , 
94 , 27.0 , 47.0 , 35.12 , 
95 , 28.0 , 46.0 , 35.56 , 
96 , 24.0 , 45.0 , 35.1 , 
97 , 27.0 , 44.0 , 34.74 , 
98 , 27.0 , 44.0 , 35.7 , 
99 , 26.0 , 46.0 , 34.72 , 
100 , 25.0 , 48.0 , 33.9 , 
