Machine= 5,Job= 5,Task= 12,Ant= 50,
K, Best, Bad , Average
3536,43.0,44.0,43.02,
3537,43.0,44.0,43.06,
3538,43.0,45.0,43.1,
3539,43.0,44.0,43.06,
3540,43.0,43.0,43.0,
3541,43.0,44.0,43.02,
3542,43.0,44.0,43.04,
3543,43.0,44.0,43.02,
3544,43.0,44.0,43.08,
3545,43.0,45.0,43.06,
3546,43.0,44.0,43.08,
3547,43.0,43.0,43.0,
3548,43.0,44.0,43.02,
3549,43.0,45.0,43.08,
3550,43.0,43.0,43.0,
3551,43.0,44.0,43.02,
3552,43.0,45.0,43.04,
3553,43.0,45.0,43.14,
3554,43.0,43.0,43.0,
3555,43.0,45.0,43.04,
3556,43.0,46.0,43.08,
3557,43.0,46.0,43.08,
3558,43.0,46.0,43.22,
3559,43.0,44.0,43.04,
3560,43.0,46.0,43.06,
3561,43.0,43.0,43.0,
3562,43.0,44.0,43.06,
3563,43.0,43.0,43.0,
3564,43.0,43.0,43.0,
3565,43.0,44.0,43.08,
3566,43.0,44.0,43.02,
3567,43.0,45.0,43.1,
3568,43.0,44.0,43.04,
3569,43.0,44.0,43.04,
3570,43.0,44.0,43.02,
3571,43.0,44.0,43.02,
3572,43.0,44.0,43.06,
3573,43.0,43.0,43.0,
3574,43.0,44.0,43.04,
3575,43.0,44.0,43.04,
3576,43.0,43.0,43.0,
3577,43.0,43.0,43.0,
3578,43.0,46.0,43.16,
3579,43.0,44.0,43.04,
3580,43.0,44.0,43.06,
3581,43.0,44.0,43.04,
3582,43.0,44.0,43.04,
3583,43.0,45.0,43.1,
3584,43.0,44.0,43.02,
3585,43.0,45.0,43.04,
3586,43.0,44.0,43.02,
3587,43.0,44.0,43.08,
3588,43.0,43.0,43.0,
3589,43.0,44.0,43.04,
3590,43.0,44.0,43.02,
3591,43.0,44.0,43.04,
3592,43.0,45.0,43.08,
3593,43.0,45.0,43.06,
3594,43.0,44.0,43.02,
3595,43.0,44.0,43.02,
3596,43.0,44.0,43.02,
3597,43.0,44.0,43.02,
3598,43.0,44.0,43.02,
3599,43.0,44.0,43.06,
3600,43.0,44.0,43.04,
3601,43.0,44.0,43.06,
3602,43.0,44.0,43.02,
3603,43.0,43.0,43.0,
3604,43.0,44.0,43.04,
3605,43.0,44.0,43.04,
3606,43.0,44.0,43.02,
3607,43.0,44.0,43.04,
3608,43.0,44.0,43.04,
3609,43.0,44.0,43.06,
3610,43.0,46.0,43.06,
3611,43.0,46.0,43.08,
3612,43.0,44.0,43.02,
3613,43.0,47.0,43.08,
3614,43.0,44.0,43.06,
3615,43.0,45.0,43.06,
3616,43.0,43.0,43.0,
3617,43.0,45.0,43.08,
3618,43.0,43.0,43.0,
3619,43.0,44.0,43.06,
3620,43.0,46.0,43.1,
3621,43.0,44.0,43.04,
3622,43.0,44.0,43.04,
3623,43.0,43.0,43.0,
3624,43.0,43.0,43.0,
3625,43.0,44.0,43.04,
3626,43.0,44.0,43.02,
3627,43.0,44.0,43.04,
3628,43.0,44.0,43.04,
3629,43.0,44.0,43.06,
3630,43.0,45.0,43.04,
3631,43.0,46.0,43.12,
3632,43.0,43.0,43.0,
3633,43.0,43.0,43.0,
3634,43.0,43.0,43.0,
3635,43.0,44.0,43.02,
3636,43.0,44.0,43.04,
3637,43.0,44.0,43.04,
3638,43.0,44.0,43.06,
3639,43.0,45.0,43.04,
3640,43.0,44.0,43.02,
3641,43.0,44.0,43.02,
3642,43.0,43.0,43.0,
3643,43.0,44.0,43.02,
3644,43.0,44.0,43.04,
3645,43.0,46.0,43.06,
3646,43.0,45.0,43.1,
3647,43.0,44.0,43.04,
3648,43.0,46.0,43.14,
3649,43.0,46.0,43.1,
3650,43.0,43.0,43.0,
3651,43.0,44.0,43.02,
3652,43.0,45.0,43.06,
3653,43.0,46.0,43.06,
3654,43.0,44.0,43.02,
3655,43.0,43.0,43.0,
3656,43.0,46.0,43.12,
3657,43.0,46.0,43.1,
3658,43.0,43.0,43.0,
3659,43.0,44.0,43.02,
3660,43.0,46.0,43.08,
3661,43.0,44.0,43.04,
3662,43.0,43.0,43.0,
3663,43.0,43.0,43.0,
3664,43.0,44.0,43.04,
3665,43.0,44.0,43.02,
3666,43.0,44.0,43.1,
3667,43.0,44.0,43.04,
3668,43.0,44.0,43.06,
3669,43.0,44.0,43.08,
3670,43.0,45.0,43.06,
3671,43.0,44.0,43.02,
3672,43.0,43.0,43.0,
3673,43.0,44.0,43.02,
3674,43.0,44.0,43.04,
3675,43.0,44.0,43.02,
3676,43.0,44.0,43.02,
3677,43.0,44.0,43.04,
3678,43.0,44.0,43.02,
3679,43.0,44.0,43.06,
3680,43.0,44.0,43.02,
3681,43.0,44.0,43.02,
3682,43.0,44.0,43.04,
3683,43.0,44.0,43.02,
3684,43.0,44.0,43.02,
3685,43.0,44.0,43.04,
3686,43.0,43.0,43.0,
3687,43.0,46.0,43.08,
3688,43.0,44.0,43.04,
3689,43.0,44.0,43.02,
3690,43.0,44.0,43.02,
3691,43.0,44.0,43.02,
3692,43.0,47.0,43.12,
3693,43.0,43.0,43.0,
3694,43.0,44.0,43.06,
3695,43.0,45.0,43.08,
3696,43.0,44.0,43.06,
3697,43.0,44.0,43.04,
3698,43.0,43.0,43.0,
3699,43.0,44.0,43.02,
3700,43.0,45.0,43.18,
3701,43.0,45.0,43.06,
3702,43.0,44.0,43.06,
3703,43.0,43.0,43.0,
3704,43.0,43.0,43.0,
3705,43.0,44.0,43.02,
3706,43.0,45.0,43.06,
3707,43.0,44.0,43.04,
3708,43.0,45.0,43.08,
3709,43.0,44.0,43.04,
3710,43.0,44.0,43.02,
3711,43.0,44.0,43.06,
3712,43.0,44.0,43.06,
3713,43.0,44.0,43.06,
3714,43.0,44.0,43.04,
3715,43.0,43.0,43.0,
3716,43.0,44.0,43.02,
3717,43.0,44.0,43.02,
3718,43.0,46.0,43.06,
3719,43.0,44.0,43.02,
3720,43.0,44.0,43.04,
3721,43.0,46.0,43.14,
3722,43.0,44.0,43.06,
3723,43.0,44.0,43.02,
3724,43.0,46.0,43.16,
3725,43.0,46.0,43.1,
3726,43.0,43.0,43.0,
3727,43.0,43.0,43.0,
3728,43.0,44.0,43.02,
3729,43.0,44.0,43.04,
3730,43.0,45.0,43.08,
3731,43.0,44.0,43.02,
3732,43.0,44.0,43.06,
3733,43.0,44.0,43.06,
3734,43.0,44.0,43.06,
3735,43.0,44.0,43.02,
3736,43.0,44.0,43.04,
3737,43.0,46.0,43.06,
3738,43.0,44.0,43.06,
3739,43.0,43.0,43.0,
3740,43.0,43.0,43.0,
3741,43.0,44.0,43.02,
3742,43.0,43.0,43.0,
3743,43.0,44.0,43.02,
3744,43.0,46.0,43.08,
3745,43.0,44.0,43.06,
3746,43.0,44.0,43.04,
3747,43.0,43.0,43.0,
3748,43.0,44.0,43.04,
3749,43.0,43.0,43.0,
3750,43.0,44.0,43.04,
3751,43.0,45.0,43.04,
3752,43.0,43.0,43.0,
3753,43.0,44.0,43.06,
3754,43.0,44.0,43.06,
3755,43.0,44.0,43.02,
3756,43.0,44.0,43.02,
3757,43.0,46.0,43.08,
3758,43.0,45.0,43.08,
3759,43.0,44.0,43.04,
3760,43.0,43.0,43.0,
3761,43.0,43.0,43.0,
3762,43.0,43.0,43.0,
3763,43.0,43.0,43.0,
3764,43.0,45.0,43.08,
3765,43.0,43.0,43.0,
3766,43.0,45.0,43.04,
3767,43.0,43.0,43.0,
3768,43.0,46.0,43.08,
3769,43.0,43.0,43.0,
3770,43.0,46.0,43.08,
3771,43.0,46.0,43.12,
3772,43.0,44.0,43.06,
3773,43.0,44.0,43.06,
3774,43.0,44.0,43.02,
3775,43.0,45.0,43.08,
3776,43.0,44.0,43.02,
3777,43.0,44.0,43.04,
3778,43.0,44.0,43.04,
3779,43.0,44.0,43.02,
3780,43.0,44.0,43.02,
3781,43.0,44.0,43.04,
3782,43.0,43.0,43.0,
3783,43.0,44.0,43.02,
3784,43.0,43.0,43.0,
3785,43.0,45.0,43.14,
3786,43.0,44.0,43.02,
3787,43.0,44.0,43.02,
3788,43.0,44.0,43.02,
3789,43.0,43.0,43.0,
3790,43.0,44.0,43.02,
3791,43.0,44.0,43.02,
3792,43.0,46.0,43.1,
3793,43.0,44.0,43.08,
3794,43.0,43.0,43.0,
3795,43.0,46.0,43.12,
3796,43.0,43.0,43.0,
3797,43.0,46.0,43.12,
3798,43.0,44.0,43.02,
3799,43.0,44.0,43.02,
3800,43.0,44.0,43.02,
3801,43.0,44.0,43.04,
3802,43.0,43.0,43.0,
3803,43.0,44.0,43.02,
3804,43.0,43.0,43.0,
3805,43.0,46.0,43.12,
3806,43.0,46.0,43.1,
3807,43.0,44.0,43.04,
3808,43.0,43.0,43.0,
3809,43.0,44.0,43.04,
3810,43.0,44.0,43.04,
3811,43.0,46.0,43.08,
3812,43.0,44.0,43.04,
3813,43.0,43.0,43.0,
3814,43.0,46.0,43.06,
3815,43.0,44.0,43.04,
3816,43.0,44.0,43.02,
3817,43.0,44.0,43.06,
3818,43.0,43.0,43.0,
3819,43.0,44.0,43.04,
3820,43.0,44.0,43.04,
3821,43.0,43.0,43.0,
3822,43.0,44.0,43.04,
3823,43.0,43.0,43.0,
3824,43.0,43.0,43.0,
3825,43.0,44.0,43.04,
3826,43.0,46.0,43.12,
3827,43.0,43.0,43.0,
3828,43.0,44.0,43.04,
3829,43.0,45.0,43.06,
3830,43.0,44.0,43.02,
3831,43.0,43.0,43.0,
3832,43.0,46.0,43.06,
3833,43.0,44.0,43.04,
3834,43.0,43.0,43.0,
3835,43.0,43.0,43.0,
3836,43.0,44.0,43.02,
3837,43.0,43.0,43.0,
3838,43.0,43.0,43.0,
3839,43.0,43.0,43.0,
3840,43.0,44.0,43.02,
3841,43.0,45.0,43.06,
3842,43.0,44.0,43.02,
3843,43.0,46.0,43.08,
3844,43.0,46.0,43.14,
3845,43.0,43.0,43.0,
3846,43.0,46.0,43.08,
3847,43.0,44.0,43.02,
3848,43.0,44.0,43.06,
3849,43.0,43.0,43.0,
3850,43.0,44.0,43.02,
3851,43.0,43.0,43.0,
3852,43.0,44.0,43.02,
3853,43.0,44.0,43.04,
3854,43.0,46.0,43.06,
3855,43.0,46.0,43.06,
3856,43.0,46.0,43.1,
3857,43.0,44.0,43.02,
3858,43.0,44.0,43.04,
3859,43.0,43.0,43.0,
3860,43.0,43.0,43.0,
3861,43.0,44.0,43.02,
3862,43.0,44.0,43.02,
3863,43.0,44.0,43.02,
3864,43.0,44.0,43.02,
3865,43.0,44.0,43.02,
3866,43.0,44.0,43.04,
3867,43.0,44.0,43.02,
3868,43.0,45.0,43.08,
3869,43.0,46.0,43.06,
3870,43.0,44.0,43.04,
3871,43.0,44.0,43.04,
3872,43.0,44.0,43.04,
3873,43.0,43.0,43.0,
3874,43.0,44.0,43.06,
3875,43.0,43.0,43.0,
3876,43.0,43.0,43.0,
3877,43.0,44.0,43.02,
3878,43.0,46.0,43.06,
3879,43.0,44.0,43.02,
3880,43.0,43.0,43.0,
3881,43.0,44.0,43.02,
3882,43.0,44.0,43.04,
3883,43.0,44.0,43.02,
3884,43.0,44.0,43.04,
3885,43.0,44.0,43.04,
3886,43.0,43.0,43.0,
3887,43.0,44.0,43.02,
3888,43.0,44.0,43.04,
3889,43.0,46.0,43.1,
3890,43.0,43.0,43.0,
3891,43.0,44.0,43.02,
3892,43.0,44.0,43.02,
3893,43.0,43.0,43.0,
3894,43.0,43.0,43.0,
3895,43.0,44.0,43.02,
3896,43.0,44.0,43.02,
3897,43.0,44.0,43.04,
3898,43.0,44.0,43.04,
3899,43.0,45.0,43.06,
3900,43.0,44.0,43.06,
3901,43.0,45.0,43.06,
3902,43.0,44.0,43.02,
3903,43.0,43.0,43.0,
3904,43.0,43.0,43.0,
3905,43.0,44.0,43.08,
3906,43.0,46.0,43.16,
3907,43.0,44.0,43.04,
3908,43.0,43.0,43.0,
3909,43.0,46.0,43.14,
3910,43.0,43.0,43.0,
3911,43.0,46.0,43.06,
3912,43.0,43.0,43.0,
3913,43.0,44.0,43.02,
3914,43.0,44.0,43.08,
3915,43.0,43.0,43.0,
3916,43.0,43.0,43.0,
3917,43.0,44.0,43.02,
3918,43.0,43.0,43.0,
3919,43.0,43.0,43.0,
3920,43.0,44.0,43.02,
3921,43.0,43.0,43.0,
3922,43.0,43.0,43.0,
3923,43.0,43.0,43.0,
3924,43.0,46.0,43.06,
3925,43.0,44.0,43.02,
3926,43.0,43.0,43.0,
3927,43.0,43.0,43.0,
3928,43.0,43.0,43.0,
3929,43.0,43.0,43.0,
3930,43.0,43.0,43.0,
3931,43.0,43.0,43.0,
3932,43.0,45.0,43.04,
3933,43.0,44.0,43.02,
3934,43.0,44.0,43.02,
3935,43.0,46.0,43.06,
3936,43.0,44.0,43.02,
3937,43.0,44.0,43.02,
3938,43.0,44.0,43.02,
3939,43.0,44.0,43.02,
3940,43.0,43.0,43.0,
3941,43.0,46.0,43.06,
3942,43.0,43.0,43.0,
3943,43.0,43.0,43.0,
3944,43.0,44.0,43.02,
3945,43.0,43.0,43.0,
3946,43.0,43.0,43.0,
3947,43.0,43.0,43.0,
3948,43.0,43.0,43.0,
3949,43.0,43.0,43.0,
3950,43.0,44.0,43.02,
3951,43.0,43.0,43.0,
3952,43.0,46.0,43.08,
3953,43.0,43.0,43.0,
3954,43.0,44.0,43.04,
3955,43.0,44.0,43.06,
3956,43.0,43.0,43.0,
3957,43.0,43.0,43.0,
3958,43.0,43.0,43.0,
3959,43.0,44.0,43.06,
3960,43.0,43.0,43.0,
3961,43.0,43.0,43.0,
3962,43.0,43.0,43.0,
3963,43.0,43.0,43.0,
3964,43.0,43.0,43.0,
3965,43.0,45.0,43.04,
3966,43.0,43.0,43.0,
3967,43.0,43.0,43.0,
3968,43.0,46.0,43.1,
3969,43.0,44.0,43.02,
3970,43.0,44.0,43.08,
3971,43.0,44.0,43.02,
3972,43.0,46.0,43.08,
3973,43.0,44.0,43.02,
3974,43.0,43.0,43.0,
3975,43.0,43.0,43.0,
3976,43.0,44.0,43.02,
3977,43.0,45.0,43.08,
3978,43.0,43.0,43.0,
3979,43.0,46.0,43.08,
3980,43.0,44.0,43.02,
3981,43.0,46.0,43.1,
3982,43.0,43.0,43.0,
3983,43.0,43.0,43.0,
3984,43.0,43.0,43.0,
3985,43.0,46.0,43.06,
3986,43.0,46.0,43.1,
3987,43.0,44.0,43.02,
3988,43.0,43.0,43.0,
3989,43.0,46.0,43.06,
3990,43.0,43.0,43.0,
3991,43.0,44.0,43.02,
3992,43.0,43.0,43.0,
3993,43.0,44.0,43.02,
3994,43.0,43.0,43.0,
3995,43.0,43.0,43.0,
3996,43.0,43.0,43.0,
3997,43.0,44.0,43.02,
3998,43.0,46.0,43.12,
3999,43.0,43.0,43.0,
4000,43.0,43.0,43.0,
4001,43.0,44.0,43.02,
4002,43.0,43.0,43.0,
4003,43.0,44.0,43.06,
4004,43.0,44.0,43.02,
4005,43.0,43.0,43.0,
4006,43.0,44.0,43.02,
4007,43.0,44.0,43.02,
4008,43.0,44.0,43.02,
4009,43.0,44.0,43.02,
4010,43.0,43.0,43.0,
4011,43.0,43.0,43.0,
4012,43.0,43.0,43.0,
4013,43.0,44.0,43.06,
4014,43.0,43.0,43.0,
4015,43.0,44.0,43.02,
4016,43.0,43.0,43.0,
4017,43.0,43.0,43.0,
4018,43.0,44.0,43.04,
4019,43.0,45.0,43.04,
4020,43.0,43.0,43.0,
4021,43.0,44.0,43.02,
4022,43.0,46.0,43.06,
4023,43.0,43.0,43.0,
4024,43.0,44.0,43.02,
4025,43.0,46.0,43.1,
4026,43.0,43.0,43.0,
4027,43.0,44.0,43.02,
4028,43.0,44.0,43.04,
4029,43.0,44.0,43.02,
4030,43.0,43.0,43.0,
4031,43.0,43.0,43.0,
4032,43.0,46.0,43.12,
4033,43.0,46.0,43.06,
4034,43.0,43.0,43.0,
4035,43.0,46.0,43.06,
4036,43.0,43.0,43.0,
4037,43.0,43.0,43.0,
4038,43.0,44.0,43.02,
4039,43.0,44.0,43.02,
4040,43.0,43.0,43.0,
4041,43.0,44.0,43.04,
4042,43.0,43.0,43.0,
4043,43.0,43.0,43.0,
4044,43.0,46.0,43.12,
4045,43.0,43.0,43.0,
4046,43.0,44.0,43.04,
4047,43.0,43.0,43.0,
4048,43.0,45.0,43.04,
4049,43.0,44.0,43.02,
4050,43.0,46.0,43.06,
4051,43.0,44.0,43.04,
4052,43.0,44.0,43.06,
4053,43.0,44.0,43.04,
4054,43.0,43.0,43.0,
4055,43.0,43.0,43.0,
4056,43.0,45.0,43.04,
4057,43.0,46.0,43.06,
4058,43.0,44.0,43.04,
4059,43.0,43.0,43.0,
4060,43.0,44.0,43.06,
4061,43.0,44.0,43.04,
4062,43.0,44.0,43.04,
4063,43.0,43.0,43.0,
4064,43.0,43.0,43.0,
4065,43.0,44.0,43.02,
4066,43.0,44.0,43.02,
4067,43.0,46.0,43.06,
4068,43.0,43.0,43.0,
4069,43.0,45.0,43.04,
4070,43.0,43.0,43.0,
4071,43.0,43.0,43.0,
4072,43.0,44.0,43.02,
4073,43.0,46.0,43.1,
4074,43.0,46.0,43.06,
4075,43.0,43.0,43.0,
4076,43.0,43.0,43.0,
4077,43.0,45.0,43.06,
4078,43.0,43.0,43.0,
4079,43.0,43.0,43.0,
4080,43.0,46.0,43.06,
4081,43.0,46.0,43.06,
4082,43.0,43.0,43.0,
4083,43.0,43.0,43.0,
4084,43.0,44.0,43.02,
4085,43.0,44.0,43.02,
4086,43.0,45.0,43.04,
4087,43.0,44.0,43.02,
4088,43.0,45.0,43.08,
4089,43.0,43.0,43.0,
4090,43.0,47.0,43.14,
4091,43.0,44.0,43.02,
4092,43.0,43.0,43.0,
4093,43.0,46.0,43.1,
4094,43.0,43.0,43.0,
4095,43.0,44.0,43.02,
4096,43.0,45.0,43.04,
4097,43.0,46.0,43.08,
4098,43.0,45.0,43.04,
4099,43.0,44.0,43.02,
4100,43.0,44.0,43.02,
4101,43.0,43.0,43.0,
4102,43.0,46.0,43.12,
4103,43.0,46.0,43.06,
4104,43.0,43.0,43.0,
4105,43.0,46.0,43.1,
4106,43.0,44.0,43.02,
4107,43.0,43.0,43.0,
4108,43.0,44.0,43.02,
4109,43.0,43.0,43.0,
4110,43.0,46.0,43.1,
4111,43.0,43.0,43.0,
4112,43.0,43.0,43.0,
4113,43.0,44.0,43.04,
4114,43.0,44.0,43.02,
4115,43.0,44.0,43.02,
4116,43.0,43.0,43.0,
4117,43.0,44.0,43.04,
4118,43.0,44.0,43.02,
4119,43.0,43.0,43.0,
4120,43.0,44.0,43.02,
4121,43.0,44.0,43.02,
4122,43.0,43.0,43.0,
4123,43.0,43.0,43.0,
4124,43.0,44.0,43.02,
4125,43.0,44.0,43.02,
4126,43.0,43.0,43.0,
4127,43.0,43.0,43.0,
4128,43.0,43.0,43.0,
4129,43.0,43.0,43.0,
4130,43.0,44.0,43.02,
4131,43.0,44.0,43.02,
4132,43.0,43.0,43.0,
4133,43.0,43.0,43.0,
4134,43.0,43.0,43.0,
4135,43.0,43.0,43.0,
4136,43.0,43.0,43.0,
4137,43.0,43.0,43.0,
4138,43.0,46.0,43.06,
4139,43.0,44.0,43.02,
4140,43.0,46.0,43.06,
4141,43.0,43.0,43.0,
4142,43.0,43.0,43.0,
4143,43.0,43.0,43.0,
4144,43.0,43.0,43.0,
4145,43.0,46.0,43.06,
4146,43.0,46.0,43.06,
4147,43.0,43.0,43.0,
4148,43.0,43.0,43.0,
4149,43.0,45.0,43.04,
4150,43.0,44.0,43.02,
4151,43.0,44.0,43.02,
4152,43.0,43.0,43.0,
4153,43.0,43.0,43.0,
4154,43.0,44.0,43.02,
4155,43.0,44.0,43.02,
4156,43.0,43.0,43.0,
4157,43.0,44.0,43.02,
4158,43.0,43.0,43.0,
4159,43.0,44.0,43.02,
4160,43.0,43.0,43.0,
4161,43.0,44.0,43.04,
4162,43.0,43.0,43.0,
4163,43.0,43.0,43.0,
4164,43.0,46.0,43.06,
4165,43.0,44.0,43.02,
4166,43.0,43.0,43.0,
4167,43.0,43.0,43.0,
4168,43.0,44.0,43.02,
4169,43.0,44.0,43.02,
4170,43.0,46.0,43.06,
4171,43.0,43.0,43.0,
4172,43.0,44.0,43.02,
4173,43.0,44.0,43.02,
4174,43.0,43.0,43.0,
4175,43.0,44.0,43.04,
4176,43.0,46.0,43.06,
4177,43.0,46.0,43.06,
4178,43.0,43.0,43.0,
4179,43.0,43.0,43.0,
4180,43.0,43.0,43.0,
4181,43.0,43.0,43.0,
4182,43.0,44.0,43.02,
4183,43.0,44.0,43.02,
4184,43.0,43.0,43.0,
4185,43.0,44.0,43.02,
4186,43.0,43.0,43.0,
4187,43.0,44.0,43.02,
4188,43.0,44.0,43.04,
4189,43.0,43.0,43.0,
4190,43.0,44.0,43.02,
4191,43.0,43.0,43.0,
4192,43.0,43.0,43.0,
4193,43.0,43.0,43.0,
4194,43.0,43.0,43.0,
4195,43.0,43.0,43.0,
4196,43.0,43.0,43.0,
4197,43.0,43.0,43.0,
4198,43.0,44.0,43.02,
4199,43.0,43.0,43.0,
4200,43.0,43.0,43.0,
4201,43.0,44.0,43.02,
4202,43.0,43.0,43.0,
4203,43.0,43.0,43.0,
4204,43.0,43.0,43.0,
4205,43.0,43.0,43.0,
4206,43.0,43.0,43.0,
4207,43.0,44.0,43.02,
4208,43.0,43.0,43.0,
4209,43.0,44.0,43.02,
4210,43.0,43.0,43.0,
4211,43.0,44.0,43.02,
4212,43.0,43.0,43.0,
4213,43.0,43.0,43.0,
4214,43.0,43.0,43.0,
4215,43.0,43.0,43.0,
4216,43.0,43.0,43.0,
4217,43.0,43.0,43.0,
4218,43.0,43.0,43.0,
4219,43.0,43.0,43.0,
4220,43.0,43.0,43.0,
4221,43.0,43.0,43.0,
4222,43.0,43.0,43.0,
4223,43.0,43.0,43.0,
4224,43.0,43.0,43.0,
4225,43.0,43.0,43.0,
4226,43.0,45.0,43.04,
4227,43.0,43.0,43.0,
4228,43.0,43.0,43.0,
4229,43.0,43.0,43.0,
4230,43.0,43.0,43.0,
4231,43.0,43.0,43.0,
4232,43.0,43.0,43.0,
4233,43.0,44.0,43.02,
4234,43.0,43.0,43.0,
4235,43.0,43.0,43.0,
4236,43.0,43.0,43.0,
4237,43.0,43.0,43.0,
4238,43.0,44.0,43.02,
4239,43.0,44.0,43.02,
4240,43.0,44.0,43.04,
4241,43.0,43.0,43.0,
4242,43.0,43.0,43.0,
4243,43.0,43.0,43.0,
4244,43.0,43.0,43.0,
4245,43.0,43.0,43.0,
4246,43.0,44.0,43.02,
4247,43.0,43.0,43.0,
4248,43.0,43.0,43.0,
4249,43.0,43.0,43.0,
4250,43.0,43.0,43.0,
4251,43.0,44.0,43.02,
4252,43.0,43.0,43.0,
4253,43.0,43.0,43.0,
4254,43.0,43.0,43.0,
4255,43.0,43.0,43.0,
4256,43.0,43.0,43.0,
4257,43.0,43.0,43.0,
4258,43.0,43.0,43.0,
4259,43.0,43.0,43.0,
4260,43.0,44.0,43.04,
4261,43.0,43.0,43.0,
4262,43.0,43.0,43.0,
4263,43.0,43.0,43.0,
4264,43.0,43.0,43.0,
4265,43.0,43.0,43.0,
4266,43.0,43.0,43.0,
4267,43.0,44.0,43.02,
4268,43.0,44.0,43.02,
4269,43.0,44.0,43.02,
4270,43.0,43.0,43.0,
4271,43.0,43.0,43.0,
4272,43.0,43.0,43.0,
4273,43.0,43.0,43.0,
4274,43.0,44.0,43.02,
4275,43.0,43.0,43.0,
4276,43.0,46.0,43.06,
4277,43.0,43.0,43.0,
4278,43.0,43.0,43.0,
4279,43.0,43.0,43.0,
4280,43.0,43.0,43.0,
4281,43.0,43.0,43.0,
4282,43.0,43.0,43.0,
4283,43.0,43.0,43.0,
4284,43.0,43.0,43.0,
4285,43.0,43.0,43.0,
4286,43.0,43.0,43.0,
4287,43.0,44.0,43.02,
4288,43.0,43.0,43.0,
4289,43.0,46.0,43.06,
4290,43.0,43.0,43.0,
4291,43.0,43.0,43.0,
4292,43.0,43.0,43.0,
4293,43.0,44.0,43.04,
4294,43.0,43.0,43.0,
4295,43.0,43.0,43.0,
4296,43.0,43.0,43.0,
4297,43.0,43.0,43.0,
4298,43.0,43.0,43.0,
4299,43.0,44.0,43.02,
4300,43.0,43.0,43.0,
4301,43.0,44.0,43.02,
4302,43.0,43.0,43.0,
4303,43.0,43.0,43.0,
4304,43.0,43.0,43.0,
4305,43.0,43.0,43.0,
4306,43.0,43.0,43.0,
4307,43.0,43.0,43.0,
4308,43.0,44.0,43.04,
4309,43.0,43.0,43.0,
4310,43.0,43.0,43.0,
4311,43.0,43.0,43.0,
4312,43.0,43.0,43.0,
4313,43.0,43.0,43.0,
4314,43.0,43.0,43.0,
4315,43.0,43.0,43.0,
4316,43.0,43.0,43.0,
4317,43.0,43.0,43.0,
4318,43.0,43.0,43.0,
4319,43.0,43.0,43.0,
4320,43.0,43.0,43.0,
4321,43.0,44.0,43.02,
4322,43.0,43.0,43.0,
4323,43.0,43.0,43.0,
4324,43.0,43.0,43.0,
4325,43.0,43.0,43.0,
4326,43.0,43.0,43.0,
4327,43.0,44.0,43.04,
4328,43.0,43.0,43.0,
4329,43.0,43.0,43.0,
4330,43.0,43.0,43.0,
4331,43.0,43.0,43.0,
4332,43.0,44.0,43.02,
4333,43.0,43.0,43.0,
4334,43.0,43.0,43.0,
4335,43.0,43.0,43.0,
4336,43.0,43.0,43.0,
4337,43.0,43.0,43.0,
4338,43.0,43.0,43.0,
4339,43.0,43.0,43.0,
4340,43.0,43.0,43.0,
4341,43.0,43.0,43.0,
4342,43.0,43.0,43.0,
4343,43.0,43.0,43.0,
4344,43.0,43.0,43.0,
4345,43.0,43.0,43.0,
4346,43.0,43.0,43.0,
4347,43.0,43.0,43.0,
4348,43.0,43.0,43.0,
4349,43.0,43.0,43.0,
4350,43.0,43.0,43.0,
4351,43.0,43.0,43.0,
4352,43.0,43.0,43.0,
4353,43.0,43.0,43.0,
4354,43.0,43.0,43.0,
4355,43.0,43.0,43.0,
4356,43.0,43.0,43.0,
4357,43.0,43.0,43.0,
4358,43.0,43.0,43.0,
4359,43.0,43.0,43.0,
4360,43.0,43.0,43.0,
4361,43.0,43.0,43.0,
4362,43.0,44.0,43.02,
4363,43.0,43.0,43.0,
4364,43.0,43.0,43.0,
4365,43.0,43.0,43.0,
4366,43.0,44.0,43.02,
4367,43.0,43.0,43.0,
4368,43.0,43.0,43.0,
4369,43.0,43.0,43.0,
4370,43.0,43.0,43.0,
4371,43.0,43.0,43.0,
4372,43.0,43.0,43.0,
4373,43.0,43.0,43.0,
4374,43.0,43.0,43.0,
4375,43.0,43.0,43.0,
4376,43.0,43.0,43.0,
4377,43.0,43.0,43.0,
4378,43.0,43.0,43.0,
4379,43.0,43.0,43.0,
4380,43.0,43.0,43.0,
4381,43.0,46.0,43.06,
4382,43.0,44.0,43.04,
4383,43.0,44.0,43.02,
4384,43.0,43.0,43.0,
4385,43.0,43.0,43.0,
4386,43.0,43.0,43.0,
4387,43.0,44.0,43.02,
4388,43.0,44.0,43.02,
4389,43.0,46.0,43.06,
4390,43.0,44.0,43.04,
4391,43.0,43.0,43.0,
4392,43.0,43.0,43.0,
4393,43.0,43.0,43.0,
4394,43.0,43.0,43.0,
4395,43.0,44.0,43.02,
4396,43.0,43.0,43.0,
4397,43.0,43.0,43.0,
4398,43.0,43.0,43.0,
4399,43.0,44.0,43.06,
4400,43.0,44.0,43.04,
4401,43.0,43.0,43.0,
4402,43.0,43.0,43.0,
4403,43.0,43.0,43.0,
4404,43.0,43.0,43.0,
4405,43.0,43.0,43.0,
4406,43.0,43.0,43.0,
4407,43.0,43.0,43.0,
