Machine = 5,Job = 5,Task = 12,Ant = 50,
Sedai , Best ,, Bad , Average 
497 , 38.0 , 46.0 , 41.0 , 
498 , 38.0 , 46.0 , 41.06 , 
499 , 38.0 , 47.0 , 41.1 , 
500 , 38.0 , 47.0 , 41.18 , 
501 , 38.0 , 45.0 , 40.86 , 
502 , 38.0 , 46.0 , 41.58 , 
503 , 38.0 , 46.0 , 41.12 , 
504 , 38.0 , 47.0 , 41.54 , 
505 , 38.0 , 47.0 , 40.66 , 
506 , 38.0 , 46.0 , 41.18 , 
507 , 38.0 , 48.0 , 40.3 , 
508 , 38.0 , 49.0 , 41.16 , 
509 , 38.0 , 47.0 , 40.52 , 
510 , 38.0 , 48.0 , 41.02 , 
511 , 38.0 , 48.0 , 40.78 , 
512 , 38.0 , 48.0 , 40.9 , 
513 , 38.0 , 45.0 , 40.4 , 
514 , 38.0 , 47.0 , 40.86 , 
515 , 38.0 , 47.0 , 40.68 , 
516 , 38.0 , 50.0 , 40.78 , 
517 , 38.0 , 47.0 , 41.2 , 
518 , 38.0 , 46.0 , 41.02 , 
519 , 38.0 , 51.0 , 40.98 , 
520 , 38.0 , 45.0 , 40.84 , 
521 , 38.0 , 48.0 , 40.96 , 
522 , 38.0 , 46.0 , 41.12 , 
523 , 38.0 , 47.0 , 40.96 , 
524 , 38.0 , 47.0 , 41.32 , 
525 , 38.0 , 46.0 , 40.94 , 
526 , 38.0 , 49.0 , 40.56 , 
527 , 38.0 , 46.0 , 40.98 , 
528 , 38.0 , 47.0 , 40.78 , 
529 , 38.0 , 50.0 , 40.68 , 
530 , 38.0 , 49.0 , 41.06 , 
531 , 38.0 , 48.0 , 40.44 , 
532 , 38.0 , 50.0 , 41.1 , 
533 , 38.0 , 49.0 , 40.88 , 
534 , 38.0 , 44.0 , 40.2 , 
535 , 38.0 , 47.0 , 40.54 , 
536 , 38.0 , 44.0 , 40.42 , 
537 , 38.0 , 47.0 , 41.42 , 
538 , 38.0 , 47.0 , 40.58 , 
539 , 38.0 , 48.0 , 41.14 , 
540 , 38.0 , 47.0 , 40.9 , 
541 , 38.0 , 46.0 , 40.9 , 
542 , 38.0 , 46.0 , 41.08 , 
543 , 38.0 , 47.0 , 40.6 , 
544 , 38.0 , 46.0 , 40.82 , 
545 , 38.0 , 46.0 , 40.44 , 
546 , 38.0 , 51.0 , 40.86 , 
547 , 38.0 , 51.0 , 40.46 , 
548 , 38.0 , 50.0 , 41.06 , 
549 , 38.0 , 45.0 , 41.08 , 
550 , 38.0 , 49.0 , 41.16 , 
551 , 38.0 , 48.0 , 40.74 , 
552 , 38.0 , 45.0 , 41.04 , 
553 , 38.0 , 48.0 , 40.66 , 
554 , 38.0 , 46.0 , 40.82 , 
555 , 38.0 , 47.0 , 40.42 , 
556 , 38.0 , 47.0 , 40.82 , 
557 , 38.0 , 48.0 , 40.64 , 
558 , 38.0 , 49.0 , 41.26 , 
559 , 38.0 , 46.0 , 41.02 , 
560 , 38.0 , 48.0 , 40.72 , 
561 , 38.0 , 47.0 , 40.9 , 
562 , 38.0 , 46.0 , 40.74 , 
563 , 38.0 , 52.0 , 40.84 , 
564 , 38.0 , 46.0 , 40.62 , 
565 , 38.0 , 48.0 , 41.1 , 
566 , 38.0 , 47.0 , 40.84 , 
567 , 38.0 , 50.0 , 41.26 , 
568 , 38.0 , 47.0 , 40.36 , 
569 , 38.0 , 46.0 , 40.58 , 
570 , 38.0 , 48.0 , 40.76 , 
571 , 38.0 , 45.0 , 40.2 , 
572 , 38.0 , 49.0 , 40.66 , 
573 , 38.0 , 51.0 , 41.08 , 
574 , 38.0 , 44.0 , 39.98 , 
575 , 38.0 , 47.0 , 40.82 , 
576 , 38.0 , 48.0 , 40.22 , 
577 , 38.0 , 48.0 , 40.2 , 
578 , 38.0 , 50.0 , 40.3 , 
579 , 38.0 , 46.0 , 40.58 , 
580 , 38.0 , 46.0 , 40.6 , 
581 , 38.0 , 48.0 , 40.96 , 
582 , 38.0 , 46.0 , 40.3 , 
583 , 38.0 , 46.0 , 41.18 , 
584 , 38.0 , 46.0 , 40.68 , 
585 , 38.0 , 45.0 , 40.6 , 
586 , 38.0 , 52.0 , 40.7 , 
587 , 38.0 , 48.0 , 40.36 , 
588 , 38.0 , 45.0 , 40.14 , 
589 , 38.0 , 44.0 , 40.18 , 
590 , 38.0 , 49.0 , 40.44 , 
591 , 38.0 , 46.0 , 40.0 , 
592 , 38.0 , 46.0 , 40.66 , 
593 , 38.0 , 45.0 , 40.08 , 
594 , 38.0 , 47.0 , 40.18 , 
595 , 38.0 , 50.0 , 40.44 , 
596 , 38.0 , 45.0 , 40.74 , 
597 , 38.0 , 47.0 , 40.38 , 
598 , 38.0 , 46.0 , 40.18 , 
599 , 38.0 , 45.0 , 40.1 , 
