Machine = 6,Job = 10,Task = 20,Ant = 50,
Sedai , Best , Bad , Average 
0 , 145.0 , 199.0 , 175.96 , 
1 , 140.0 , 211.0 , 178.82 , 
2 , 151.0 , 204.0 , 179.22 , 
3 , 154.0 , 203.0 , 178.82 , 
4 , 150.0 , 210.0 , 175.46 , 
5 , 149.0 , 203.0 , 176.58 , 
6 , 149.0 , 211.0 , 179.4 , 
7 , 154.0 , 217.0 , 181.64 , 
8 , 155.0 , 207.0 , 178.84 , 
9 , 156.0 , 197.0 , 175.94 , 
10 , 163.0 , 196.0 , 179.76 , 
11 , 153.0 , 207.0 , 177.5 , 
12 , 157.0 , 201.0 , 178.28 , 
13 , 153.0 , 197.0 , 179.3 , 
14 , 160.0 , 197.0 , 177.1 , 
15 , 155.0 , 198.0 , 177.58 , 
16 , 152.0 , 197.0 , 177.98 , 
17 , 155.0 , 215.0 , 178.94 , 
18 , 165.0 , 198.0 , 179.52 , 
19 , 159.0 , 211.0 , 177.02 , 
20 , 154.0 , 199.0 , 177.76 , 
21 , 147.0 , 202.0 , 175.72 , 
22 , 152.0 , 207.0 , 177.66 , 
23 , 149.0 , 207.0 , 177.64 , 
24 , 156.0 , 204.0 , 180.32 , 
25 , 149.0 , 207.0 , 180.22 , 
26 , 160.0 , 201.0 , 179.94 , 
27 , 151.0 , 208.0 , 180.1 , 
28 , 144.0 , 207.0 , 179.78 , 
29 , 159.0 , 198.0 , 176.76 , 
30 , 158.0 , 206.0 , 183.38 , 
31 , 157.0 , 202.0 , 176.56 , 
32 , 152.0 , 200.0 , 178.62 , 
33 , 151.0 , 208.0 , 178.38 , 
34 , 152.0 , 209.0 , 177.04 , 
35 , 147.0 , 204.0 , 178.76 , 
36 , 153.0 , 205.0 , 179.88 , 
37 , 163.0 , 209.0 , 180.52 , 
38 , 153.0 , 203.0 , 177.28 , 
39 , 154.0 , 204.0 , 179.14 , 
40 , 152.0 , 205.0 , 175.64 , 
41 , 161.0 , 202.0 , 177.78 , 
42 , 153.0 , 213.0 , 178.92 , 
43 , 155.0 , 203.0 , 177.4 , 
44 , 152.0 , 199.0 , 176.48 , 
45 , 158.0 , 206.0 , 178.92 , 
46 , 157.0 , 199.0 , 178.92 , 
47 , 162.0 , 204.0 , 180.52 , 
48 , 159.0 , 206.0 , 184.32 , 
49 , 158.0 , 193.0 , 175.9 , 
50 , 157.0 , 208.0 , 179.46 , 
51 , 147.0 , 202.0 , 178.9 , 
52 , 155.0 , 196.0 , 180.16 , 
53 , 164.0 , 204.0 , 177.28 , 
54 , 156.0 , 201.0 , 178.82 , 
55 , 161.0 , 203.0 , 179.38 , 
56 , 154.0 , 205.0 , 179.1 , 
57 , 157.0 , 199.0 , 180.4 , 
58 , 150.0 , 200.0 , 176.62 , 
59 , 162.0 , 194.0 , 177.12 , 
60 , 150.0 , 200.0 , 177.16 , 
61 , 157.0 , 203.0 , 179.02 , 
62 , 153.0 , 205.0 , 178.42 , 
63 , 158.0 , 202.0 , 177.72 , 
64 , 158.0 , 212.0 , 179.52 , 
65 , 147.0 , 210.0 , 177.12 , 
66 , 153.0 , 199.0 , 175.82 , 
67 , 157.0 , 202.0 , 180.74 , 
68 , 157.0 , 197.0 , 178.38 , 
69 , 159.0 , 210.0 , 177.94 , 
70 , 157.0 , 205.0 , 177.34 , 
71 , 149.0 , 220.0 , 180.12 , 
72 , 158.0 , 202.0 , 180.42 , 
73 , 159.0 , 195.0 , 177.38 , 
74 , 154.0 , 199.0 , 175.16 , 
75 , 153.0 , 200.0 , 177.34 , 
76 , 151.0 , 202.0 , 180.4 , 
77 , 153.0 , 207.0 , 177.04 , 
78 , 153.0 , 200.0 , 176.84 , 
79 , 147.0 , 199.0 , 174.44 , 
80 , 143.0 , 198.0 , 176.0 , 
81 , 146.0 , 210.0 , 176.24 , 
