Machine = 10,Job = 5,Task = 60,Ant = 50,
Sedai , Best , Bad , Average 
0 , 136.0 , 180.0 , 157.04 , 
1 , 132.0 , 193.0 , 157.4 , 
2 , 133.0 , 183.0 , 155.26 , 
3 , 126.0 , 188.0 , 155.82 , 
4 , 129.0 , 181.0 , 154.72 , 
5 , 134.0 , 186.0 , 155.84 , 
6 , 131.0 , 188.0 , 155.8 , 
7 , 130.0 , 187.0 , 157.78 , 
8 , 128.0 , 194.0 , 155.74 , 
9 , 138.0 , 177.0 , 156.0 , 
10 , 134.0 , 186.0 , 155.86 , 
11 , 130.0 , 179.0 , 153.54 , 
12 , 132.0 , 180.0 , 155.14 , 
13 , 130.0 , 178.0 , 154.32 , 
14 , 135.0 , 180.0 , 157.66 , 
15 , 135.0 , 179.0 , 156.48 , 
16 , 127.0 , 172.0 , 152.26 , 
17 , 131.0 , 182.0 , 153.84 , 
18 , 128.0 , 191.0 , 155.32 , 
19 , 131.0 , 188.0 , 155.8 , 
20 , 132.0 , 179.0 , 156.32 , 
21 , 128.0 , 179.0 , 155.12 , 
22 , 130.0 , 188.0 , 155.44 , 
23 , 134.0 , 181.0 , 156.52 , 
24 , 127.0 , 196.0 , 154.5 , 
25 , 131.0 , 185.0 , 156.46 , 
26 , 132.0 , 175.0 , 155.2 , 
27 , 128.0 , 184.0 , 155.96 , 
28 , 133.0 , 181.0 , 154.18 , 
29 , 133.0 , 183.0 , 153.84 , 
30 , 110.0 , 176.0 , 152.66 , 
31 , 135.0 , 184.0 , 156.72 , 
32 , 135.0 , 180.0 , 154.78 , 
33 , 127.0 , 195.0 , 153.22 , 
34 , 125.0 , 179.0 , 153.62 , 
35 , 132.0 , 180.0 , 152.3 , 
36 , 125.0 , 176.0 , 149.36 , 
37 , 131.0 , 174.0 , 155.14 , 
38 , 123.0 , 178.0 , 152.8 , 
39 , 118.0 , 189.0 , 155.1 , 
40 , 135.0 , 180.0 , 153.28 , 
41 , 133.0 , 182.0 , 156.66 , 
42 , 132.0 , 181.0 , 153.96 , 
43 , 126.0 , 190.0 , 151.66 , 
44 , 122.0 , 179.0 , 153.42 , 
45 , 133.0 , 192.0 , 158.24 , 
46 , 130.0 , 183.0 , 152.9 , 
47 , 135.0 , 184.0 , 154.5 , 
48 , 132.0 , 197.0 , 154.12 , 
49 , 130.0 , 176.0 , 155.62 , 
50 , 130.0 , 181.0 , 154.74 , 
51 , 126.0 , 177.0 , 152.22 , 
52 , 129.0 , 182.0 , 155.2 , 
53 , 132.0 , 176.0 , 154.46 , 
54 , 123.0 , 169.0 , 150.24 , 
55 , 127.0 , 179.0 , 154.22 , 
56 , 128.0 , 182.0 , 153.94 , 
57 , 132.0 , 185.0 , 153.2 , 
58 , 127.0 , 197.0 , 154.74 , 
59 , 127.0 , 180.0 , 153.6 , 
60 , 114.0 , 173.0 , 148.6 , 
61 , 127.0 , 188.0 , 154.08 , 
62 , 123.0 , 185.0 , 150.44 , 
63 , 132.0 , 177.0 , 153.46 , 
64 , 120.0 , 180.0 , 151.1 , 
65 , 132.0 , 176.0 , 153.12 , 
66 , 117.0 , 173.0 , 149.1 , 
67 , 124.0 , 181.0 , 153.32 , 
68 , 131.0 , 182.0 , 152.7 , 
69 , 127.0 , 187.0 , 153.88 , 
70 , 132.0 , 173.0 , 152.44 , 
71 , 126.0 , 186.0 , 155.06 , 
72 , 129.0 , 192.0 , 154.06 , 
73 , 133.0 , 172.0 , 152.1 , 
74 , 130.0 , 173.0 , 150.38 , 
75 , 129.0 , 178.0 , 151.18 , 
76 , 131.0 , 188.0 , 154.16 , 
77 , 120.0 , 180.0 , 151.58 , 
78 , 129.0 , 185.0 , 153.64 , 
79 , 129.0 , 184.0 , 154.38 , 
80 , 131.0 , 178.0 , 152.28 , 
81 , 125.0 , 177.0 , 151.74 , 
82 , 130.0 , 183.0 , 150.46 , 
83 , 119.0 , 183.0 , 153.58 , 
84 , 127.0 , 184.0 , 151.06 , 
85 , 130.0 , 174.0 , 152.9 , 
86 , 130.0 , 192.0 , 154.1 , 
87 , 132.0 , 177.0 , 151.42 , 
88 , 135.0 , 174.0 , 152.04 , 
89 , 123.0 , 182.0 , 150.76 , 
