Machine = 10,Job = 5,Task = 60,Ant = 50,,,
Sedai , Best , Bad , Average ,,,
986,130,169,152.4, ,,
987,129,192,153.16, ,,
988,124,176,150.9, ,,
989,129,194,154.48, ,,
990,116,206,151.12, ,,
991,115,178,151.32, ,,
992,124,193,154.2, ,,
993,122,196,153.72, ,,
994,127,181,154.24, ,,
995,122,184,153.1, ,,
996,127,193,150.06, ,,
997,122,180,150.94, ,,
998,135,182,155.46, ,,
999,121,173,152.94, ,,
1000,132,183,153.6, ,,
1001,130,177,151.46, ,,
1002,127,177,151.96, ,,
1003,128,191,155.96, ,,
1004,124,187,150.84, ,,
1005,129,182,151.1, ,,
1006,123,184,151.06, ,,
1007,125,178,148.36, ,,
1008,132,179,152, ,,
1009,129,179,151.34, ,,
1010,126,185,150.84, ,,
1011,131,183,153.1, ,,
1012,120,191,152.14, ,,
1013,121,180,153.86, ,,
1014,128,182,152.4, ,,
1015,130,184,150.32, ,,
1016,120,181,154.56, ,,
1017,124,175,150.06, ,,
1018,126,194,155.18, ,,
1019,119,183,149.98, ,,
1020,134,179,152.98, ,,
1021,122,186,154.54, ,,
1022,121,188,152.6, ,,
1023,124,173,151.42, ,,
1024,127,178,152, ,,
1025,131,193,154.4, ,,
1026,134,172,152.24, ,,
1027,134,173,152.14, ,,
1028,130,175,149.4, ,,
1029,127,177,152.94, ,,
1030,124,189,154.68, ,,
1031,129,192,155.5, ,,
1032,116,175,149.1, ,,
1033,116,184,153.14, ,,
1034,125,175,149.2, ,,
1035,126,178,150.2, ,,
1036,129,182,153.02, ,,
1037,127,178,152.08, ,,
1038,119,184,152.9, ,,
1039,122,182,152.5, ,,
1040,131,181,149.18, ,,
1041,116,179,151.72, ,,
1042,124,181,152.14, ,,
1043,115,177,152.38, ,,
1044,120,176,149.14, ,,
1045,124,183,151.92, ,,
1046,118,182,150.86, ,,
1047,118,182,151.34, ,,
1048,120,183,150, ,,
1049,115,178,150.32, ,,
1050,130,179,152.48, ,,
1051,122,189,149.14, ,,
1052,127,187,151.36, ,,
1053,127,176,147.64, ,,
1054,130,188,155.28, ,,
1055,122,183,151.62, ,,
1056,129,181,151.68, ,,
1057,121,175,149.18, ,,
1058,130,177,150.66, ,,
1059,127,179,150.26, ,,
1060,128,185,150.26, ,,
1061,128,180,150.94, ,,
1062,128,172,150.8, ,,
1063,127,182,150.2, ,,
1064,120,181,149.08, ,,
1065,116,182,146.62, ,,
1066,131,189,153.46, ,,
1067,126,186,152.66, ,,
1068,122,179,148.88, ,,
1069,112,191,151.92, ,,
1070,132,194,155.98, ,,
1071,120,180,153.34, ,,
1072,130,181,150.1, ,,
1073,119,177,150.28, ,,
1074,129,184,149.38, ,,
1075,129,176,153.24, ,,
1076,115,175,152, ,,
1077,121,170,147.8, ,,
1078,127,178,150.6, ,,
1079,123,180,152.48, ,,
1080,131,184,153.6, ,,
1081,126,187,153.7, ,,
1082,120,177,150.12, ,,
1083,121,171,149.14, ,,
1084,108,172,151.42, ,,
1085,118,182,150.7, ,,
1086,124,179,150.32, ,,
1087,125,187,153.54, ,,
1088,115,175,148.58, ,,
1089,128,187,150.66, ,,
1090,127,181,153.56, ,,
1091,134,179,152.64, ,,
1092,130,187,156.86, ,,
1093,126,182,154.56, ,,
1094,128,177,151.46, ,,
1095,131,183,153.66, ,,
1096,126,178,150.9, ,,
1097,131,186,154.14, ,,
1098,130,187,151.12, ,,
1099,121,177,150.62, ,,
1100,131,198,151.7, ,,
1101,123,180,149.56, ,,
1102,125,179,153.88, ,,
1103,125,196,156.16, ,,
1104,131,179,151.04, ,,
1105,128,178,153.18, ,,
1106,128,176,151.66, ,,
1107,127,178,152.14, ,,
1108,116,179,151.98, ,,
1109,126,179,150.94, ,,
1110,126,176,151.3, ,,
1111,123,180,151.96, ,,
1112,131,178,155.42, ,,
1113,128,185,154.64, ,,
1114,131,170,148.7, ,,
1115,134,186,154.9, ,,
1116,110,175,147.7, ,,
1117,119,170,151.62, ,,
1118,128,196,157.02, ,,
1119,126,203,156, ,,
1120,128,183,155.68, ,,
1121,123,182,149.2, ,,
1122,122,173,150.18, ,,
1123,122,178,150.94, ,,
1124,122,171,152.1, ,,
1125,126,190,152.46, ,,
1126,122,196,154.24, ,,
1127,125,177,149.88, ,,
1128,122,171,152.44, ,,
1129,122,181,154.14, ,,
1130,131,194,151.22, ,,
1131,123,195,150.7, ,,
1132,124,188,154.26, ,,
1133,130,182,153.94, ,,
1134,127,183,152.6, ,,
1135,120,180,150.5, ,,
1136,126,188,152, ,,
1137,119,180,147.3, ,,
1138,129,197,154.54, ,,
1139,129,191,154.08, ,,
1140,125,182,154.18, ,,
1141,123,179,150.28, ,,
1142,128,183,153.64, ,,
1143,130,168,151.74, ,,
1144,123,183,151.82, ,,
1145,127,191,150.96, ,,
1146,120,173,150.66, ,,
1147,133,180,152.36, ,,
1148,128,185,151.4, ,,
1149,132,184,155.46, ,,
1150,130,200,153.6, ,,
1151,124,177,152.38, ,,
1152,126,179,153.64, ,,
1153,117,197,151.08, ,,
1154,126,184,154.2, ,,
1155,129,180,152.54, ,,
1156,118,187,154.26, ,,
1157,128,193,153.7, ,,
1158,132,188,153.72, ,,
1159,127,178,154.74, ,,
1160,128,171,150.56, ,,
1161,121,176,150.4, ,,
1162,116,189,152.18, ,,
1163,121,184,153.06, ,,
1164,121,180,150.8, ,,
1165,129,172,148.98, ,,
1166,129,187,154.34, ,,
1167,126,180,151.32, ,,
1168,130,191,154.48, ,,
1169,127,191,150.74, ,,
1170,128,199,152.84, ,,
1171,128,180,152.58, ,,
1172,118,172,150.32, ,,
1173,121,178,150.66, ,,
1174,131,177,150.76, ,,
1175,124,172,152.06, ,,
1176,124,179,153.62, ,,
1177,116,191,154.18, ,,
1178,125,183,151.14, ,,
1179,130,182,152.3, ,,
1180,127,177,149.72, ,,
1181,133,180,153.1, ,,
1182,126,170,150.44, ,,
1183,133,183,153.82, ,,
1184,128,182,151.74, ,,
1185,124,184,156.08, ,,
1186,125,184,153.18, ,,
1187,115,191,152.66, ,,
1188,131,177,153.06, ,,
1189,128,177,151.72, ,,
1190,123,183,151.7, ,,
1191,122,176,151.74, ,,
1192,120,188,151.74, ,,
1193,128,180,152.9, ,,
1194,125,183,154.26, ,,
1195,132,182,154.58, ,,
1196,122,187,150.74, ,,
1197,123,181,155.42, ,,
1198,114,192,151.98, ,,
1199,120,178,150.36, ,,
1200,112,183,150.44, ,,
1201,130,186,153.06, ,,
1202,135,179,152.96, ,,
1203,126,171,152.26, ,,
1204,120,192,152.56, ,,
1205,130,179,152.34, ,,
1206,126,184,152.94, ,,
1207,126,180,151.76, ,,
1208,130,172,151.34, ,,
1209,122,182,152.42, ,,
1210,123,178,150.96, ,,
1211,121,191,153.4, ,,
1212,130,185,154, ,,
1213,119,196,149.84, ,,
1214,121,177,150.62, ,,
1215,125,180,152.22, ,,
1216,134,184,154.02, ,,
1217,120,184,152.04, ,,
1218,125,189,152.6, ,,
1219,126,186,152.74, ,,
1220,127,179,153.64, ,,
1221,127,170,149.86, ,,
1222,127,180,150.58, ,,
1223,127,174,151.82, ,,
1224,124,187,153.52, ,,
1225,124,200,151.36, ,,
1226,134,179,153.64, ,,
1227,128,178,150.9, ,,
1228,126,176,152.68, ,,
1229,130,179,152.62, ,,
1230,119,184,150.72, ,,
1231,114,186,152.4, ,,
1232,127,181,151.42, ,,
1233,135,184,156.6, ,,
1234,125,181,156.56, ,,
1235,127,168,147.78, ,,
1236,120,189,151.24, ,,
1237,130,194,155.02, ,,
1238,120,188,153.36, ,,
1239,127,184,155.64, ,,
1240,134,178,152.26, ,,
1241,130,186,153.62, ,,
1242,127,177,155.06, ,,
1243,116,221,155.26, ,,
1244,127,190,153.14, ,,
1245,128,181,153.7, ,,
1246,128,187,154.04, ,,
1247,125,179,154.2, ,,
1248,130,187,153.6, ,,
1249,127,178,151.64, ,,
1250,118,183,149.7, ,,
1251,128,174,152.48, ,,
1252,133,191,154.06, ,,
1253,121,182,153.2, ,,
1254,131,189,153.58, ,,
1255,125,182,152.12, ,,
1256,132,178,151.28, ,,
1257,130,177,154.1, ,,
1258,126,183,152.18, ,,
1259,133,177,154.26, ,,
1260,131,182,152.04, ,,
1261,121,184,154.02, ,,
1262,132,178,152.16, ,,
1263,119,182,152.36, ,,
1264,135,183,153.02, ,,
1265,126,191,153.28, ,,
1266,126,183,153.9, ,,
1267,128,178,152.96, ,,
1268,131,185,152.12, ,,
1269,132,178,153.42, ,,
1270,126,198,151.88, ,,
1271,117,183,153.06, ,,
1272,131,214,154.38, ,,
1273,133,188,154.3, ,,
1274,122,191,155.26, ,,
1275,134,179,152.22, ,,
1276,128,179,150.68, ,,
1277,132,178,155.1, ,,
1278,124,181,152.46, ,,
1279,137,191,157.76, ,,
1280,120,183,151.04, ,,
1281,126,191,154.7, ,,
1282,133,176,151.94, ,,
1283,134,188,155.14, ,,
1284,120,189,153.34, ,,
1285,128,191,155.22, ,,
1286,131,192,153.64, ,,
1287,124,188,152.38, ,,
1288,135,186,154.46, ,,
1289,126,175,150.94, ,,
1290,132,187,155.36, ,,
1291,127,180,154.78, ,,
1292,121,182,151.38, ,,
1293,120,190,155.3, ,,
1294,127,177,153, ,,
1295,135,183,155.54, ,,
1296,128,188,158.18, ,,
1297,124,186,153.68, ,,
1298,120,186,153.84, ,,
1299,127,175,153.1, ,,
1300,131,186,156.16, ,,
1301,114,185,152.02, ,,
1302,124,184,155.24, ,,
1303,128,200,154.06, ,,
1304,132,184,155.22, ,,
1305,127,179,154.28, ,,
1306,125,181,155.74, ,,
1307,130,174,151.6, ,,
1308,119,196,152.42, ,,
1309,134,185,155.04, ,,
1310,124,188,155.96, ,,
1311,136,170,153.02, ,,
1312,124,187,154.58, ,,
1313,119,192,153.44, ,,
1314,126,183,154.16, ,,
1315,131,180,156.38, ,,
1316,130,189,153.52, ,,
1317,128,186,152.98, ,,
1318,130,181,152.56, ,,
1319,132,180,153, ,,
1320,131,185,156.6, ,,
1321,117,179,152.44, ,,
1322,125,183,153, ,,
1323,125,185,154.96, ,,
1324,129,182,151.28, ,,
1325,132,183,154.92, ,,
1326,123,179,154, ,,
1327,130,170,152.66, ,,
1328,127,175,153.94, ,,
1329,122,176,152.54, ,,
1330,135,204,154.76, ,,
1331,135,188,156.1, ,,
1332,119,185,152.98, ,,
1333,131,186,153.92, ,,
1334,128,177,153.04, ,,
1335,119,181,154.04, ,,
1336,133,178,156.44, ,,
1337,125,174,151.88, ,,
1338,136,188,156.56, ,,
1339,133,183,153.08, ,,
1340,127,174,152.52, ,,
1341,132,197,156.48, ,,
1342,129,185,149.72, ,,
1343,125,182,155.2, ,,
1344,139,185,157.8, ,,
1345,117,185,151.02, ,,
1346,121,190,153.96, ,,
1347,129,172,155.38, ,,
1348,131,186,155.14, ,,
1349,133,189,156.52, ,,
1350,127,183,151.9, ,,
1351,131,179,154.84, ,,
1352,121,180,153.38, ,,
1353,125,203,154.82, ,,
1354,136,187,154.92, ,,
1355,121,178,153.62, ,,
1356,119,195,150.58, ,,
1357,128,177,151.5, ,,
1358,131,181,154.66, ,,
1359,132,180,155.82, ,,
1360,131,182,154.54, ,,
1361,121,178,153, ,,
1362,128,179,150.86, ,,
1363,115,189,152.34, ,,
1364,124,182,156.1, ,,
1365,129,184,153.92, ,,
1366,126,186,153.86, ,,
1367,127,191,153.18, ,,
1368,126,188,154.66, ,,
1369,131,189,155.84, ,,
1370,132,187,152.6, ,,
1371,131,181,155.18, ,,
1372,136,191,155.58, ,,
1373,123,194,151.32, ,,
1374,121,200,155.74, ,,
1375,121,187,153.86, ,,
1376,132,184,154.86, ,,
1377,133,177,154.46, ,,
1378,132,197,158.96, ,,
1379,130,190,153.94, ,,
1380,130,176,152.08, ,,
1381,126,188,152.64, ,,
1382,136,193,156.42, ,,
1383,122,183,153.92, ,,
1384,120,197,153.24, ,,
1385,135,186,157.7, ,,
1386,132,187,157.02, ,,
1387,120,186,153.04, ,,
1388,135,181,155.76, ,,
1389,126,188,155.76, ,,
1390,131,172,154.02, ,,
1391,132,177,155.58, ,,
1392,132,193,158.56, ,,
1393,123,191,154.36, ,,
1394,121,194,157.72, ,,
1395,121,187,153.44, ,,
1396,132,188,157.04, ,,
1397,118,179,152.08, ,,
1398,131,183,156.54, ,,
1399,127,185,152.62, ,,
1400,134,191,156.18, ,,
1401,128,186,155.12, ,,
1402,130,181,155.94, ,,
1403,125,181,151.66, ,,
1404,132,178,157.98, ,,
1405,131,186,154.12, ,,
1406,127,191,154.02, ,,
1407,117,193,155.6, ,,
1408,131,175,153.98, ,,
1409,135,183,154.4, ,,
1410,125,184,155.52, ,,
1411,127,187,153.98, ,,
1412,125,175,150.98, ,,
1413,122,192,155.18, ,,
1414,127,189,151.76, ,,
1415,131,200,155.28, ,,
1416,135,198,155.94, ,,
1417,125,181,155.04, ,,
1418,131,196,156.04, ,,
1419,116,184,153.36, ,,
1420,130,194,156.68, ,,
1421,135,184,154.6, ,,
1422,128,187,160.32, ,,
1423,130,197,158.78, ,,
1424,121,188,153.48, ,,
1425,133,182,154.52, ,,
1426,125,199,159.5, ,,
1427,129,181,153.86, ,,
1428,128,190,156.58, ,,
1429,134,187,156.38, ,,
1430,124,194,155.52, ,,
1431,131,183,153.86, ,,
1432,135,188,157.38, ,,
1433,132,182,154.06, ,,
1434,135,205,156.86, ,,
1435,130,181,153.36, ,,
1436,129,183,154.7, ,,
1437,127,177,153.98, ,,
1438,123,184,150.44, ,,
1439,122,172,150.92, ,,
1440,130,184,154.3, ,,
1441,129,196,155.5, ,,
1442,133,188,153.84, ,,
1443,128,193,153.6, ,,
1444,121,182,153.94, ,,
1445,125,190,155.52, ,,
1446,128,180,151.32, ,,
1447,133,180,153.28, ,,
1448,135,193,153.78, ,,
1449,122,180,154.28, ,,
1450,129,185,153.42, ,,
1451,123,202,155.76, ,,
1452,132,187,154.86, ,,
1453,121,187,153.6, ,,
1454,134,188,155.12, ,,
1455,132,184,155.44, ,,
1456,125,175,153.24, ,,
1457,122,187,152.66, ,,
1458,137,190,160.76, ,,
1459,131,189,155.6, ,,
1460,131,188,157.96, ,,
1461,120,178,151.76, ,,
1462,127,182,155.02, ,,
1463,131,187,155.06, ,,
1464,127,190,157.2, ,,
1465,137,182,155.06, ,,
1466,132,184,153.34, ,,
1467,128,172,151.56, ,,
1468,123,180,155.86, ,,
1469,129,189,152.98, ,,
1470,128,182,155.4, ,,
1471,125,189,155.02, ,,
1472,126,191,156.88, ,,
1473,130,179,152.84, ,,
1474,123,184,155.06, ,,
1475,137,196,157.82, ,,
1476,131,187,156.42, ,,
1477,123,181,155.06, ,,
1478,123,192,154.86, ,,
1479,131,179,154.9, ,,
1480,131,181,155.5, ,,
1481,127,183,150.52, ,,
1482,124,181,150.82, ,,
1483,133,178,152.28, ,,
1484,131,190,156.24, ,,
1485,123,177,153.94, ,,
1486,124,188,152.12, ,,
1487,125,184,154.6, ,,
1488,129,193,159.68, ,,
1489,126,174,152.6, ,,
1490,133,201,158.24, ,,
1491,131,189,156.38, ,,
1492,134,182,154.22, ,,
1493,129,186,154.76, ,,
1494,132,195,155.4, ,,
1495,126,193,155.2, ,,
1496,123,186,154.28, ,,
1497,127,186,155.74, ,,
1498,127,181,153.4, ,,
1499,128,187,159.06, ,,
1500,126,189,153.62, ,,
1501,136,182,156.06, ,,
1502,130,188,157.26, ,,
1503,130,189,155.14, ,,
1504,120,181,156.42, ,,
1505,123,182,154.82, ,,
1506,125,172,150.9, ,,
1507,136,176,154.22, ,,
1508,116,182,152.78, ,,
1509,137,180,156.94, ,,
1510,127,190,154.04, ,,
1511,124,185,153.74, ,,
1512,116,192,152.44, ,,
1513,124,183,154.84, ,,
1514,126,179,151.82, ,,
1515,131,185,156.68, ,,
1516,128,185,155.4, ,,
1517,132,178,155.22, ,,
1518,124,180,155.32, ,,
1519,128,189,153.44, ,,
1520,130,190,153.86, ,,
1521,131,190,155.48, ,,
1522,122,186,154.52, ,,
1523,134,182,152.96, ,,
1524,124,177,153, ,,
1525,121,181,152.54, ,,
1526,121,188,152.56, ,,
1527,129,189,154.98, ,,
1528,132,172,153.38, ,,
1529,118,204,155.68, ,,
1530,123,183,152.9, ,,
1531,130,179,155.28, ,,
1532,131,198,158.78, ,,
1533,121,176,152.54, ,,
1534,120,178,152.3, ,,
1535,127,181,152.88, ,,
1536,133,183,153.28, ,,
1537,123,183,154.04, ,,
1538,125,182,153.36, ,,
1539,128,175,152.5, ,,
1540,129,183,151.38, ,,
1541,130,178,153.62, ,,
1542,123,185,154.96, ,,
1543,130,187,155.04, ,,
1544,125,190,152.58, ,,
1545,125,179,154.64, ,,
1546,132,171,153.16, ,,
1547,128,173,151.76, ,,
1548,128,175,154.74, ,,
1549,128,183,154.56, ,,
1550,127,182,154.96, ,,
1551,131,187,157.94, ,,
1552,110,194,153.26, ,,
1553,135,185,155.62, ,,
1554,121,185,155.46, ,,
1555,137,189,157.88, ,,
1556,117,177,152.82, ,,
1557,126,184,154.84, ,,
1558,125,188,158.14, ,,
1559,130,188,157.58, ,,
1560,132,184,155.96, ,,
1561,132,192,156.22, ,,
1562,131,187,154.16, ,,
1563,129,186,153.86, ,,
1564,124,190,155.66, ,,
1565,125,187,155.26, ,,
1566,124,184,152.3, ,,
1567,129,175,152.84, ,,
1568,123,192,156.64, ,,
1569,134,189,156.54, ,,
1570,130,184,153.32, ,,
1571,129,184,154.14, ,,
1572,134,187,155.16, ,,
1573,135,181,155.36, ,,
1574,123,193,156.08, ,,
1575,124,211,153.22, ,,
1576,116,190,152.42, ,,
1577,125,175,151.7, ,,
1578,125,187,156.56, ,,
1579,131,177,154.14, ,,
1580,133,190,155.78, ,,
1581,128,186,156.68, ,,
1582,131,189,153.94, ,,
1583,126,177,156.18, ,,
1584,126,182,155.24, ,,
1585,126,176,152.16, ,,
1586,119,181,153.74, ,,
1587,129,186,156.98, ,,
1588,122,192,154.28, ,,
1589,111,181,155.56, ,,
1590,134,195,158.52, ,,
1591,131,181,153.78, ,,
1592,123,181,155.52, ,,
1593,131,183,156.04, ,,
1594,120,184,154.82, ,,
1595,130,179,155.64, ,,
1596,118,185,151.34, ,,
1597,121,180,156.36, ,,
1598,119,197,155.94, ,,
1599,129,186,157.62, ,,
1600,124,183,153.56, ,,
1601,124,195,155.48, ,,
1602,133,185,158.6, ,,
1603,119,186,152.5, ,,
1604,130,184,154.04, ,,
1605,127,183,154.5, ,,
1606,124,190,154.7, ,,
1607,126,187,154.56, ,,
1608,130,180,156.74, ,,
1609,123,185,153.42, ,,
1610,132,184,155.62, ,,
1611,128,176,154.54, ,,
1612,132,178,153.58, ,,
1613,133,183,155.12, ,,
1614,136,179,157.82, ,,
1615,124,185,157.72, ,,
1616,127,184,155.86, ,,
1617,119,192,154.66, ,,
1618,132,187,155, ,,
1619,136,184,156.32, ,,
1620,126,187,156.34, ,,
1621,117,189,158.64, ,,
1622,123,185,154.6, ,,
1623,131,181,155.12, ,,
1624,134,178,152.12, ,,
1625,127,174,152.68, ,,
1626,124,183,156.52, ,,
1627,129,188,153.52, ,,
1628,130,196,158.96, ,,
1629,132,183,155.4, ,,
1630,124,185,151.88, ,,
1631,128,183,153.1, ,,
1632,131,186,156.26, ,,
1633,127,182,155.28, ,,
1634,121,188,153.3, ,,
1635,118,195,154.94, ,,
1636,130,186,153.22, ,,
1637,124,181,152.24, ,,
1638,123,184,153.96, ,,
1639,126,188,156, ,,
1640,132,186,153.68, ,,
1641,118,186,153.02, ,,
1642,129,182,153.98, ,,
1643,133,189,156.14, ,,
1644,123,194,153.6, ,,
1645,128,192,155.18, ,,
1646,131,190,153.72, ,,
1647,123,180,156.18, ,,
1648,118,179,152.28, ,,
1649,132,184,154.64, ,,
1650,123,179,151.12, ,,
1651,129,191,155.7, ,,
1652,130,176,151.2, ,,
1653,129,191,155.6, ,,
1654,134,189,158.5, ,,
1655,123,185,155.28, ,,
1656,130,208,157.62, ,,
1657,120,183,156.48, ,,
1658,124,189,154.62, ,,
1659,131,174,153.44, ,,
1660,126,186,156.74, ,,
1661,126,183,154.56, ,,
1662,135,196,159.64, ,,
1663,131,192,156.14, ,,
1664,134,191,156.66, ,,
1665,106,192,154.32, ,,
1666,131,179,154.32, ,,
1667,121,182,153.48, ,,
1668,133,185,156.8, ,,
1669,120,173,151.72, ,,
1670,130,181,153.58, ,,
1671,126,199,155.78, ,,
1672,124,180,153.42, ,,
1673,131,182,153.14, ,,
1674,125,182,151.66, ,,
1675,120,178,150.9, ,,
1676,132,176,156.48, ,,
1677,122,188,155.52, ,,
1678,131,175,151.38, ,,
1679,132,189,156.54, ,,
1680,133,186,155.68, ,,
1681,134,187,153.62, ,,
1682,131,179,156.44, ,,
1683,124,180,154.44, ,,
1684,121,177,153, ,,
1685,130,175,154.84, ,,
1686,133,180,154.12, ,,
1687,131,189,152.32, ,,
1688,126,173,151.68, ,,
1689,134,191,151.32, ,,
1690,128,179,153.24, ,,
1691,131,180,155.06, ,,
1692,111,192,152.64, ,,
1693,127,184,151.44, ,,
1694,130,177,154.86, ,,
1695,120,178,154.26, ,,
1696,131,179,154.12, ,,
1697,132,190,157.28, ,,
1698,132,184,155.2, ,,
1699,116,185,153.56, ,,
1700,122,185,153.92, ,,
1701,131,188,152.92, ,,
1702,128,183,154.6, ,,
1703,129,174,152.7, ,,
1704,133,176,155.68, ,,
1705,130,179,155.46, ,,
1706,127,183,154.02, ,,
1707,116,187,152.3, ,,
1708,127,194,152.92, ,,
1709,123,186,154.38, ,,
1710,128,190,151.96, ,,
1711,124,173,153.14, ,,
1712,124,175,155.2, ,,
1713,121,197,158.9, ,,
1714,131,181,154.24, ,,
1715,114,179,153.62, ,,
1716,132,189,155.08, ,,
1717,127,201,153.88, ,,
1718,128,186,153, ,,
1719,118,185,154.32, ,,
1720,131,189,154.84, ,,
1721,136,180,153.16, ,,
1722,125,182,157.12, ,,
1723,127,196,154.46, ,,
1724,128,186,152.92, ,,
1725,134,188,153.86, ,,
1726,130,180,154.88, ,,
1727,112,189,156.92, ,,
1728,131,174,152.68, ,,
1729,131,183,152.72, ,,
1730,122,191,154.16, ,,
1731,132,174,153.64, ,,
1732,126,183,155.7, ,,
1733,131,181,156.82, ,,
1734,133,183,157.14, ,,
1735,129,188,153.42, ,,
1736,132,182,153.96, ,,
1737,132,190,155.84, ,,
1738,126,204,155.96, ,,
1739,121,198,155.48, ,,
1740,131,185,157.32, ,,
1741,123,179,153.82, ,,
1742,129,188,154.4, ,,
1743,129,179,154.4, ,,
1744,124,187,153.98, ,,
1745,126,187,155.3, ,,
1746,122,181,152.2, ,,
1747,135,189,155.54, ,,
1748,126,186,151.76, ,,
1749,129,189,156.1, ,,
1750,129,178,153.54, ,,
1751,125,182,153.96, ,,
1752,118,192,156.58, ,,
1753,123,181,154.48, ,,
1754,130,179,155.22, ,,
1755,125,183,152.64, ,,
1756,125,184,151.22, ,,
1757,119,196,156.22, ,,
1758,132,186,155.98, ,,
1759,131,183,155.4, ,,
1760,125,182,155.44, ,,
1761,128,183,155.42, ,,
1762,128,188,152.98, ,,
1763,127,176,154.7, ,,
1764,130,190,153.7, ,,
1765,130,197,154.96, ,,
1766,137,188,154.34, ,,
1767,127,178,156.28, ,,
1768,128,198,155.46, ,,
1769,133,185,158.34, ,,
1770,132,186,154.76, ,,
1771,121,175,152.96, ,,
1772,129,195,153.38, ,,
1773,133,181,157.8, ,,
1774,123,182,153.06, ,,
1775,128,188,155.14, ,,
1776,132,172,154.2, ,,
1777,124,182,157.5, ,,
1778,125,183,156.68, ,,
1779,131,180,154.66, ,,
1780,131,190,156.66, ,,
1781,124,190,157.34, ,,
1782,132,183,156.54, ,,
1783,134,187,157.54, ,,
1784,119,191,155.5, ,,
1785,134,186,155.64, ,,
1786,125,182,155.82, ,,
1787,134,183,157.34, ,,
1788,130,188,155.9, ,,
1789,128,184,153.76, ,,
1790,135,183,154.34, ,,
1791,130,181,156.16, ,,
1792,134,182,156.16, ,,
1793,131,178,152.18, ,,
1794,133,176,152.98, ,,
1795,132,177,150.62, ,,
1796,134,186,155.98, ,,
1797,126,187,155.28, ,,
1798,123,185,151.9, ,,
1799,133,182,154.5, ,,
1800,129,184,155.58, ,,
1801,127,191,154.56, ,,
1802,130,175,154.16, ,,
1803,127,176,152.16, ,,
1804,119,178,153.18, ,,
1805,125,182,151.1, ,,
1806,129,182,152.44, ,,
1807,120,189,152.24, ,,
1808,126,182,152.12, ,,
1809,121,180,154.52, ,,
1810,125,183,156.42, ,,
1811,126,180,156.1, ,,
1812,119,186,154.98, ,,
1813,123,200,154.86, ,,
1814,130,179,154.14, ,,
1815,129,192,155.64, ,,
1816,129,184,155.5, ,,
1817,135,178,156.74, ,,
1818,136,183,157.26, ,,
1819,128,176,151.62, ,,
1820,133,183,152.36, ,,
1821,126,179,153.02, ,,
1822,120,176,152.1, ,,
1823,126,185,154.28, ,,
1824,120,180,152.6, ,,
1825,122,188,154.98, ,,
1826,123,190,153.34, ,,
1827,127,181,153.54, ,,
1828,130,187,155.8, ,,
1829,120,179,153.02, ,,
1830,128,184,153.18, ,,
1831,128,205,152.46, ,,
1832,119,192,150.5, ,,
1833,131,178,152.98, ,,
1834,123,185,153.46, ,,
1835,127,186,151.66, ,,
1836,122,185,153.6, ,,
1837,137,180,156.94, ,,
1838,123,182,154.76, ,,
1839,123,182,153.02, ,,
1840,129,186,155.44, ,,
1841,129,179,151.78, ,,
1842,130,186,154.92, ,,
1843,129,176,150.8, ,,
1844,137,199,153.64, ,,
1845,125,182,153.24, ,,
1846,126,184,154.3, ,,
1847,130,194,149.88, ,,
1848,125,178,155.06, ,,
1849,128,187,154.24, ,,
1850,124,178,153.14, ,,
1851,135,205,155.96, ,,
1852,127,185,151.74, ,,
1853,127,179,151.72, ,,
1854,128,185,153.86, ,,
1855,131,184,153.92, ,,
1856,126,186,154.22, ,,
1857,133,184,152.9, ,,
1858,136,183,154.24, ,,
1859,127,174,151.46, ,,
1860,126,186,154.8, ,,
1861,129,191,154, ,,
1862,123,177,154.4, ,,
1863,130,189,154, ,,
1864,123,194,155.72, ,,
1865,131,180,153.76, ,,
1866,127,173,152.72, ,,
1867,118,186,150.92, ,,
1868,134,180,153.22, ,,
1869,123,178,152.82, ,,
1870,128,187,154.04, ,,
1871,127,181,152.52, ,,
1872,128,188,151.88, ,,
1873,130,187,153.86, ,,
1874,126,180,153.98, ,,
1875,132,178,153.96, ,,
1876,125,178,155.08, ,,
1877,133,188,156.8, ,,
1878,129,180,152.1, ,,
1879,125,176,150.82, ,,
1880,126,178,151.7, ,,
1881,132,181,151.34, ,,
1882,127,180,152.6, ,,
1883,127,185,154.02, ,,
1884,128,184,155.76, ,,
1885,127,180,152.12, ,,
1886,119,191,150.38, ,,
1887,124,183,152.64, ,,
1888,118,181,150.48, ,,
1889,126,193,153.7, ,,
1890,128,181,153.2, ,,
1891,116,188,151.94, ,,
1892,130,176,154.16, ,,
1893,125,187,155.84, ,,
1894,118,184,154.88, ,,
1895,134,173,153.2, ,,
1896,120,181,150.88, ,,
1897,122,177,154.68, ,,
1898,136,193,153.22, ,,
1899,123,177,151.84, ,,
1900,127,186,152.86, ,,
1901,129,186,152.12, ,,
1902,123,179,152.68, ,,
1903,129,189,153.12, ,,
1904,131,183,153.44, ,,
1905,131,178,154, ,,
1906,130,181,152, ,,
1907,127,181,154.04, ,,
1908,131,181,155.92, ,,
1909,120,179,151.06, ,,
1910,120,184,152.1, ,,
1911,126,185,154.1, ,,
1912,124,183,155.22, ,,
1913,126,180,153.68, ,,
1914,130,201,153.08, ,,
1915,116,173,149.12, ,,
1916,132,181,152.64, ,,
1917,127,178,152.52, ,,
1918,135,186,156.44, ,,
