Machine = 10,Job = 5,Task = 60,Ant = 50,,,
Sedai , Best , Bad , Average ,,,
2852,126,188,155.78, ,,
2853,125,188,152.66, ,,
2854,133,173,152.62, ,,
2855,135,190,153.8, ,,
2856,121,185,154.72, ,,
2857,130,175,151.06, ,,
2858,131,180,152.42, ,,
2859,132,183,153.94, ,,
2860,125,196,157.12, ,,
2861,123,173,150.52, ,,
2862,134,190,156.52, ,,
2863,131,173,152.08, ,,
2864,126,184,153.62, ,,
2865,127,179,151.66, ,,
2866,120,173,152.96, ,,
2867,126,177,154.24, ,,
2868,122,176,152.98, ,,
2869,126,180,153.02, ,,
2870,126,171,149.28, ,,
2871,129,178,153.2, ,,
2872,132,178,154.52, ,,
2873,129,193,156.04, ,,
2874,121,178,149.72, ,,
2875,123,195,153.52, ,,
2876,128,186,154.02, ,,
2877,126,179,150.54, ,,
2878,126,180,152.1, ,,
2879,128,179,151.12, ,,
2880,127,187,151.82, ,,
2881,131,174,155.44, ,,
2882,122,191,152.16, ,,
2883,121,178,153.76, ,,
2884,113,176,151.42, ,,
2885,134,178,153.82, ,,
2886,127,178,151.92, ,,
2887,128,195,149.16, ,,
2888,120,185,150.22, ,,
2889,124,179,152.34, ,,
2890,126,174,153.02, ,,
2891,131,187,152.12, ,,
2892,119,175,153.44, ,,
2893,118,179,153.94, ,,
2894,127,174,151.92, ,,
2895,127,178,151.24, ,,
2896,124,181,149.88, ,,
2897,123,178,150.46, ,,
2898,123,188,153.4, ,,
2899,121,187,154.7, ,,
2900,131,174,151.8, ,,
2901,130,175,154.66, ,,
2902,126,176,150.7, ,,
2903,124,179,149.4, ,,
2904,127,171,148.2, ,,
2905,126,178,152.96, ,,
2906,127,171,151.82, ,,
2907,126,176,149.9, ,,
2908,127,178,152.58, ,,
2909,122,170,152.68, ,,
2910,127,196,153.5, ,,
2911,125,181,151.5, ,,
2912,134,172,154.04, ,,
2913,116,201,152.12, ,,
2914,132,173,151.56, ,,
2915,132,186,154.62, ,,
2916,126,181,151.9, ,,
2917,126,195,151.4, ,,
2918,128,170,151.36, ,,
2919,117,190,150.2, ,,
2920,120,174,149.64, ,,
2921,125,171,148.94, ,,
2922,127,175,149.4, ,,
2923,124,188,152.92, ,,
2924,129,184,152.68, ,,
2925,119,178,150.72, ,,
2926,129,175,151.36, ,,
2927,119,192,153.28, ,,
2928,127,185,151.16, ,,
2929,131,169,151.44, ,,
2930,130,176,153.08, ,,
2931,114,184,150.98, ,,
2932,124,191,151.34, ,,
2933,120,178,151.64, ,,
2934,124,174,153.18, ,,
2935,125,185,153.84, ,,
2936,126,186,152.18, ,,
2937,125,179,149.58, ,,
2938,114,175,150.94, ,,
2939,123,179,153.56, ,,
2940,130,194,155.64, ,,
2941,120,174,151.36, ,,
2942,123,174,150.3, ,,
2943,126,179,152.44, ,,
2944,123,177,151.62, ,,
2945,126,180,151.46, ,,
2946,126,181,153.38, ,,
2947,126,169,150.42, ,,
2948,126,185,153.5, ,,
2949,128,170,152.94, ,,
2950,119,178,152.34, ,,
2951,128,179,152.92, ,,
2952,114,181,150.9, ,,
2953,125,178,152.22, ,,
2954,128,188,152.82, ,,
2955,129,178,153.7, ,,
2956,122,184,151.3, ,,
2957,131,176,153.84, ,,
2958,118,177,150.84, ,,
2959,134,181,155.54, ,,
2960,134,186,153.92, ,,
2961,131,181,154.68, ,,
2962,131,181,152.6, ,,
2963,122,179,149.04, ,,
2964,130,178,149.66, ,,
2965,125,175,150.36, ,,
2966,125,186,150.62, ,,
2967,126,175,152.6, ,,
2968,121,179,152.92, ,,
2969,125,192,153.64, ,,
2970,122,177,150.12, ,,
2971,131,173,150.78, ,,
2972,126,185,150.28, ,,
2973,132,175,150.58, ,,
2974,126,177,149.44, ,,
2975,129,174,153.54, ,,
2976,135,173,151.52, ,,
2977,125,187,152.66, ,,
2978,133,179,153.1, ,,
2979,122,173,155.06, ,,
2980,133,175,153.2, ,,
2981,127,181,153.28, ,,
2982,117,184,150.9, ,,
2983,122,191,154.3, ,,
2984,135,177,150.86, ,,
2985,123,187,153.22, ,,
2986,131,182,151, ,,
2987,125,192,153.96, ,,
2988,126,175,152.92, ,,
2989,118,188,151.6, ,,
2990,123,180,150.24, ,,
2991,125,184,153.04, ,,
2992,121,183,152.34, ,,
2993,125,172,149.32, ,,
2994,114,188,152.52, ,,
2995,128,180,152.52, ,,
2996,127,189,150.92, ,,
2997,135,185,152.56, ,,
2998,127,178,150.78, ,,
2999,122,181,154, ,,
3000,127,177,150.66, ,,
3001,130,180,151.6, ,,
3002,123,168,148.7, ,,
3003,127,171,152.62, ,,
3004,123,179,149.72, ,,
3005,126,185,153.26, ,,
3006,131,190,154.64, ,,
3007,125,177,152.72, ,,
3008,132,190,153.82, ,,
3009,124,179,152.6, ,,
3010,127,179,152.1, ,,
3011,130,187,153.22, ,,
3012,131,174,153.78, ,,
3013,124,188,149.48, ,,
3014,124,200,150.12, ,,
3015,131,173,150.18, ,,
3016,124,174,151.06, ,,
3017,124,183,150.7, ,,
3018,127,174,151.58, ,,
3019,125,180,148.12, ,,
3020,129,192,151.24, ,,
3021,130,168,149.86, ,,
3022,117,172,149.68, ,,
3023,123,175,151.28, ,,
3024,128,177,151.02, ,,
3025,132,173,150.94, ,,
3026,132,179,150, ,,
3027,125,181,147.96, ,,
3028,121,186,153.84, ,,
3029,124,172,149.32, ,,
3030,131,187,152.34, ,,
3031,117,176,150.28, ,,
3032,122,176,151.62, ,,
3033,131,178,154.1, ,,
3034,122,170,149.48, ,,
3035,133,175,152.24, ,,
3036,133,173,150.92, ,,
3037,124,176,153.1, ,,
3038,128,177,149.56, ,,
3039,128,184,152.42, ,,
3040,125,183,152.28, ,,
3041,113,187,152.64, ,,
3042,126,180,151.38, ,,
3043,128,186,151.1, ,,
3044,128,176,151.14, ,,
3045,121,180,151.02, ,,
3046,126,171,149.92, ,,
3047,125,190,152.06, ,,
3048,132,180,153.72, ,,
3049,117,189,150.94, ,,
3050,124,176,149.68, ,,
3051,122,170,147, ,,
3052,132,174,151.94, ,,
3053,118,174,151.5, ,,
3054,133,176,153.62, ,,
3055,121,177,151.04, ,,
3056,124,193,150.7, ,,
3057,123,182,152.72, ,,
3058,129,172,150.08, ,,
3059,124,185,152.86, ,,
3060,123,177,149.94, ,,
3061,129,179,152.62, ,,
3062,126,182,151.92, ,,
3063,126,179,151.88, ,,
3064,130,179,152.5, ,,
3065,133,180,153.06, ,,
3066,125,193,151.96, ,,
3067,126,175,149.92, ,,
3068,124,185,151.88, ,,
3069,134,177,150.78, ,,
3070,128,191,154.76, ,,
3071,130,184,152.5, ,,
3072,127,190,151.18, ,,
3073,127,180,151.66, ,,
3074,120,183,152.98, ,,
3075,125,173,149.36, ,,
3076,124,174,149.06, ,,
3077,130,174,151.72, ,,
3078,127,177,153.64, ,,
3079,130,198,149.98, ,,
3080,126,182,151.86, ,,
3081,132,180,150.9, ,,
3082,123,181,152.28, ,,
3083,131,173,150.88, ,,
3084,121,175,151.4, ,,
3085,129,176,151.86, ,,
3086,124,187,153.48, ,,
3087,129,177,152.4, ,,
3088,128,174,150.8, ,,
3089,135,188,152.94, ,,
3090,124,172,150.72, ,,
3091,120,172,148.22, ,,
3092,121,183,153.94, ,,
3093,125,184,151.02, ,,
3094,125,173,152.68, ,,
3095,132,175,154.3, ,,
3096,126,176,150.94, ,,
3097,127,186,154.06, ,,
3098,122,181,149.2, ,,
3099,125,181,152.2, ,,
3100,126,175,148.5, ,,
3101,122,169,149.72, ,,
3102,129,176,149.3, ,,
3103,115,178,150.12, ,,
3104,129,171,150.7, ,,
3105,126,183,153.2, ,,
3106,133,172,151.94, ,,
3107,123,185,152.42, ,,
3108,135,181,153.58, ,,
3109,126,173,152.38, ,,
3110,121,179,150.52, ,,
3111,125,183,151.7, ,,
3112,130,180,152.02, ,,
3113,120,176,151.26, ,,
3114,121,171,150.14, ,,
3115,121,182,152.56, ,,
3116,125,175,150.6, ,,
3117,122,175,146.94, ,,
3118,131,192,153.4, ,,
3119,126,174,151.18, ,,
3120,124,178,148.54, ,,
3121,123,184,151.14, ,,
3122,128,181,151.12, ,,
3123,129,178,154.16, ,,
3124,117,177,150.72, ,,
3125,121,190,152.72, ,,
3126,123,177,150.34, ,,
3127,126,170,147.18, ,,
3128,131,180,153.12, ,,
3129,124,178,155.3, ,,
3130,124,192,154.26, ,,
3131,131,181,154.76, ,,
3132,136,178,151.64, ,,
3133,128,178,153.6, ,,
3134,120,178,150.9, ,,
3135,133,175,150.7, ,,
3136,121,183,153.26, ,,
3137,127,176,149.26, ,,
3138,130,178,152.76, ,,
3139,125,182,153.8, ,,
3140,134,192,155.4, ,,
3141,124,180,151.36, ,,
3142,116,175,151.98, ,,
3143,127,189,152.98, ,,
3144,124,188,151.86, ,,
3145,125,191,153.1, ,,
3146,118,181,152.86, ,,
3147,122,185,149.9, ,,
3148,126,172,150.68, ,,
3149,120,196,150.92, ,,
3150,125,179,149.82, ,,
3151,131,174,150.82, ,,
3152,124,181,152.86, ,,
3153,123,178,151.24, ,,
3154,126,181,151.92, ,,
3155,134,187,153.38, ,,
3156,127,191,149.56, ,,
3157,124,174,149.84, ,,
3158,120,173,147.86, ,,
3159,126,179,153.54, ,,
3160,125,174,151.7, ,,
3161,132,178,152.72, ,,
3162,111,184,148.08, ,,
3163,125,183,153.1, ,,
3164,123,185,150.08, ,,
3165,123,174,150.9, ,,
3166,121,176,149.88, ,,
3167,114,175,150.56, ,,
3168,113,184,152.84, ,,
3169,124,181,153.78, ,,
3170,123,190,152.72, ,,
3171,125,173,151.1, ,,
3172,129,180,152.18, ,,
3173,122,179,151.72, ,,
3174,127,173,152.38, ,,
3175,126,188,150.76, ,,
3176,130,177,149.24, ,,
3177,126,191,153.6, ,,
3178,131,180,152.22, ,,
3179,128,183,151.44, ,,
3180,120,184,153.34, ,,
3181,120,183,151.04, ,,
3182,126,183,150.54, ,,
3183,123,183,151.26, ,,
3184,126,185,151.62, ,,
3185,135,170,152.74, ,,
3186,132,179,152.1, ,,
3187,131,177,152.9, ,,
3188,130,174,151.72, ,,
3189,121,173,150.26, ,,
3190,122,186,153.04, ,,
3191,137,176,153.76, ,,
3192,132,178,152.7, ,,
3193,124,178,151.04, ,,
3194,126,179,149.24, ,,
3195,125,174,152.74, ,,
3196,119,182,151.56, ,,
3197,123,171,146.56, ,,
3198,126,175,150.56, ,,
3199,116,181,152.42, ,,
3200,123,184,150.18, ,,
3201,130,171,150.26, ,,
3202,129,186,152.42, ,,
3203,128,192,149.66, ,,
3204,129,197,149.44, ,,
3205,115,178,150.84, ,,
3206,130,171,151.2, ,,
3207,125,177,154.32, ,,
3208,129,176,151.54, ,,
3209,127,175,149.12, ,,
3210,128,171,150.08, ,,
3211,127,186,154.02, ,,
3212,127,172,150.06, ,,
3213,125,186,150.54, ,,
3214,133,182,153.26, ,,
3215,131,183,151.2, ,,
3216,124,190,152.8, ,,
3217,125,173,151.4, ,,
3218,127,179,150.56, ,,
3219,128,181,151.94, ,,
3220,127,172,150.6, ,,
3221,125,179,149.98, ,,
3222,123,181,150.26, ,,
3223,128,181,152.36, ,,
3224,122,186,150.84, ,,
3225,128,171,149.5, ,,
3226,117,183,151.48, ,,
3227,126,174,149.66, ,,
3228,127,168,150.8, ,,
3229,127,175,150.38, ,,
3230,118,175,149.74, ,,
3231,133,175,154.14, ,,
3232,123,179,153.6, ,,
3233,131,179,151.74, ,,
3234,123,177,152.34, ,,
3235,119,197,152.62, ,,
3236,119,180,150.64, ,,
3237,125,181,152.06, ,,
3238,127,176,149.52, ,,
3239,129,195,152.62, ,,
3240,126,178,152, ,,
3241,123,184,151.64, ,,
3242,124,182,154.1, ,,
3243,134,195,153.14, ,,
3244,133,179,154.48, ,,
3245,126,184,150.6, ,,
3246,127,182,151.14, ,,
3247,120,183,149.54, ,,
3248,128,180,154.24, ,,
3249,118,172,151.32, ,,
3250,130,179,151.72, ,,
3251,123,180,149.14, ,,
3252,118,174,149.18, ,,
3253,123,178,150.9, ,,
3254,127,172,150.14, ,,
3255,128,183,151.26, ,,
3256,130,179,153.04, ,,
3257,125,180,153.9, ,,
3258,133,182,152.48, ,,
3259,125,181,150.42, ,,
3260,127,175,150.7, ,,
3261,119,187,151.5, ,,
3262,121,176,150.18, ,,
3263,125,177,151.48, ,,
3264,128,176,151.26, ,,
3265,132,175,151.78, ,,
3266,123,183,150.5, ,,
3267,129,177,152.34, ,,
3268,128,184,150.82, ,,
3269,129,185,151.96, ,,
3270,123,180,152.28, ,,
3271,127,175,151.8, ,,
3272,132,193,153.7, ,,
3273,123,189,153.96, ,,
3274,126,175,150.06, ,,
3275,127,188,152.32, ,,
3276,126,181,150.26, ,,
3277,129,168,152, ,,
3278,125,184,148.5, ,,
3279,126,183,149.06, ,,
3280,132,192,153.48, ,,
3281,127,176,151.9, ,,
3282,122,176,151.98, ,,
3283,123,184,152.02, ,,
3284,125,180,150.68, ,,
3285,126,186,150.26, ,,
3286,125,173,152.08, ,,
3287,130,183,154.04, ,,
3288,116,173,149.96, ,,
3289,123,167,147.12, ,,
3290,115,176,152.26, ,,
3291,127,177,150.22, ,,
3292,124,190,152.82, ,,
3293,130,174,148.18, ,,
3294,120,169,149.42, ,,
3295,135,185,153.5, ,,
3296,123,175,149.46, ,,
3297,128,182,152.2, ,,
3298,134,183,153.8, ,,
3299,134,180,150.24, ,,
3300,127,178,151.38, ,,
3301,121,179,149.86, ,,
3302,126,180,149.2, ,,
3303,132,180,150.98, ,,
3304,131,183,150.8, ,,
3305,129,183,152.1, ,,
3306,128,175,150.78, ,,
3307,128,184,151.74, ,,
3308,127,181,153.2, ,,
3309,123,179,150.74, ,,
3310,129,173,148.56, ,,
3311,122,177,149.5, ,,
3312,126,172,148.6, ,,
3313,124,183,149.7, ,,
3314,126,173,148.22, ,,
3315,133,176,150.88, ,,
3316,126,181,149.64, ,,
3317,128,185,153.52, ,,
3318,119,177,152.56, ,,
3319,128,175,153.12, ,,
3320,132,183,150.1, ,,
3321,124,175,153.8, ,,
3322,128,174,148.66, ,,
3323,126,177,149.86, ,,
3324,121,173,148.36, ,,
3325,121,175,151.84, ,,
3326,125,177,149.1, ,,
3327,133,181,154.98, ,,
3328,119,180,148.56, ,,
3329,121,180,150.32, ,,
3330,109,183,151.2, ,,
3331,122,205,152.1, ,,
3332,128,186,151.14, ,,
3333,127,172,149.8, ,,
3334,122,180,149.2, ,,
3335,121,188,151.06, ,,
3336,120,178,149.68, ,,
3337,124,177,152.44, ,,
3338,128,189,149.44, ,,
3339,126,167,149.08, ,,
3340,132,179,154.66, ,,
3341,125,173,151.26, ,,
3342,126,182,151.92, ,,
3343,131,192,151.88, ,,
3344,122,172,151.34, ,,
3345,124,179,150.32, ,,
3346,120,173,149.16, ,,
3347,123,181,147.82, ,,
3348,127,170,149.6, ,,
3349,124,174,151.24, ,,
3350,128,169,146.86, ,,
3351,129,178,151.88, ,,
3352,131,179,150.64, ,,
3353,129,177,151.56, ,,
3354,122,171,147.98, ,,
3355,121,191,151.66, ,,
3356,127,187,149.98, ,,
3357,130,181,150.32, ,,
3358,114,169,147.72, ,,
3359,134,174,151.56, ,,
3360,129,179,151.6, ,,
3361,126,174,149.88, ,,
3362,129,174,150.16, ,,
3363,128,187,149.38, ,,
3364,117,179,148.44, ,,
3365,124,181,149.32, ,,
3366,120,177,151.38, ,,
3367,129,187,153.46, ,,
3368,128,174,149.4, ,,
3369,122,169,148.44, ,,
3370,126,187,148.62, ,,
3371,118,180,150.62, ,,
3372,126,181,149.38, ,,
3373,116,172,149.6, ,,
3374,125,175,150.64, ,,
3375,118,185,149.06, ,,
3376,124,184,150.02, ,,
3377,125,180,152.14, ,,
3378,121,172,148.18, ,,
3379,124,180,149.28, ,,
3380,117,182,149.08, ,,
3381,131,175,149.3, ,,
3382,125,182,153.56, ,,
3383,119,182,148.88, ,,
3384,121,179,150.24, ,,
3385,127,182,150.62, ,,
3386,124,174,150.3, ,,
3387,118,175,151.46, ,,
3388,121,183,151.58, ,,
3389,133,174,151.26, ,,
3390,125,177,150.8, ,,
3391,125,176,150.52, ,,
3392,130,171,149.78, ,,
3393,123,172,148.74, ,,
3394,131,184,152.4, ,,
3395,126,194,150.66, ,,
3396,130,173,151.14, ,,
3397,126,176,150.62, ,,
3398,126,175,150.78, ,,
3399,124,186,150.5, ,,
3400,127,195,150.44, ,,
3401,128,188,154, ,,
3402,121,177,152.1, ,,
3403,116,176,150.08, ,,
3404,122,176,149.96, ,,
3405,126,182,150.38, ,,
3406,126,175,150.16, ,,
3407,130,188,151.08, ,,
3408,122,192,150.24, ,,
3409,126,170,149.7, ,,
3410,115,170,151.1, ,,
3411,130,190,150.62, ,,
3412,133,185,151.96, ,,
3413,118,177,150.54, ,,
3414,129,176,152.5, ,,
3415,128,175,149.58, ,,
3416,126,174,152.4, ,,
3417,125,178,151.1, ,,
3418,118,171,150.1, ,,
3419,126,170,152.88, ,,
3420,130,203,152.9, ,,
3421,118,177,146.1, ,,
3422,122,170,149.78, ,,
3423,117,177,148.58, ,,
3424,119,173,147.08, ,,
3425,122,176,149.28, ,,
3426,129,185,152.44, ,,
3427,126,175,150.92, ,,
3428,128,184,154.26, ,,
3429,125,186,149.32, ,,
3430,126,173,146.34, ,,
3431,126,183,149.24, ,,
3432,120,180,150.2, ,,
3433,122,183,150.1, ,,
3434,131,192,152.44, ,,
3435,128,178,149.38, ,,
3436,123,184,148.84, ,,
3437,131,176,153.3, ,,
3438,119,178,151.82, ,,
3439,133,178,151.98, ,,
3440,129,179,151.36, ,,
3441,121,187,151.12, ,,
3442,127,181,149.86, ,,
3443,125,181,154.04, ,,
3444,123,171,150.18, ,,
3445,131,170,148.62, ,,
3446,133,182,153.88, ,,
3447,130,179,151.6, ,,
3448,128,178,152.08, ,,
3449,122,182,150.3, ,,
3450,124,183,151.96, ,,
3451,124,175,149.08, ,,
3452,121,180,153.72, ,,
3453,123,171,149.14, ,,
3454,133,175,149.92, ,,
3455,127,180,150.56, ,,
3456,126,177,153.12, ,,
3457,128,171,148.06, ,,
3458,129,180,154.1, ,,
3459,130,176,152.74, ,,
3460,128,181,150.72, ,,
3461,128,186,149, ,,
3462,130,180,153.14, ,,
3463,128,179,151.12, ,,
3464,124,176,151.48, ,,
3465,120,183,152.7, ,,
3466,123,182,150.04, ,,
3467,123,174,150.2, ,,
3468,125,176,151.36, ,,
3469,129,177,154.28, ,,
3470,133,170,150.6, ,,
3471,123,202,150.78, ,,
3472,122,179,149.58, ,,
3473,124,183,150.18, ,,
3474,126,178,151.64, ,,
3475,126,179,154.48, ,,
3476,131,178,154.28, ,,
3477,126,194,152.46, ,,
3478,115,178,151.98, ,,
3479,129,172,151.9, ,,
3480,123,177,151.72, ,,
3481,126,174,146.86, ,,
3482,128,173,150.24, ,,
3483,131,181,154.9, ,,
3484,125,179,150.98, ,,
3485,130,174,154.4, ,,
3486,128,174,151.86, ,,
3487,117,180,148.92, ,,
3488,129,177,152.32, ,,
3489,130,180,151.46, ,,
3490,124,182,151.36, ,,
3491,117,176,150.32, ,,
3492,125,178,153.32, ,,
3493,125,174,151.56, ,,
3494,129,182,152.02, ,,
3495,119,174,148.64, ,,
3496,132,170,149.94, ,,
3497,126,183,153.86, ,,
3498,126,173,150.44, ,,
3499,122,178,151.74, ,,
3500,122,191,152.18, ,,
3501,126,175,147.28, ,,
3502,128,195,149.84, ,,
3503,125,176,149.9, ,,
3504,130,178,149.98, ,,
3505,127,175,150.92, ,,
3506,125,177,151.86, ,,
3507,120,181,148.5, ,,
3508,121,183,152.06, ,,
3509,131,174,147.4, ,,
3510,123,187,150.06, ,,
3511,117,186,150.64, ,,
3512,129,163,147, ,,
3513,118,182,151.14, ,,
3514,129,174,150.48, ,,
3515,120,176,152.74, ,,
3516,127,181,150.46, ,,
3517,124,186,152.12, ,,
3518,126,179,150.62, ,,
3519,123,180,152.6, ,,
3520,131,177,150.06, ,,
3521,126,176,150.26, ,,
3522,125,191,152.08, ,,
3523,132,172,149.56, ,,
3524,127,181,151.14, ,,
3525,121,181,152.04, ,,
3526,126,180,152.02, ,,
3527,121,174,151.32, ,,
3528,128,175,152.18, ,,
3529,123,180,148.64, ,,
3530,125,170,149.58, ,,
3531,118,177,155.34, ,,
3532,130,183,150.72, ,,
3533,128,180,151.24, ,,
3534,124,177,150.02, ,,
3535,125,172,148.56, ,,
3536,129,185,153.74, ,,
3537,126,194,153.88, ,,
3538,129,189,156.12, ,,
3539,127,178,152.38, ,,
3540,119,178,151.38, ,,
3541,123,188,151.42, ,,
3542,123,180,150.28, ,,
3543,124,178,149.02, ,,
3544,134,178,153.9, ,,
3545,129,179,152.94, ,,
3546,124,181,152.44, ,,
3547,118,173,151.58, ,,
3548,128,171,149.94, ,,
3549,128,177,151.86, ,,
3550,125,176,150.96, ,,
3551,119,175,149.68, ,,
3552,121,181,151.02, ,,
3553,126,189,151.34, ,,
3554,123,178,152.32, ,,
3555,120,179,151.04, ,,
3556,121,193,149.24, ,,
3557,126,174,150.9, ,,
3558,121,183,151.02, ,,
3559,127,194,151.7, ,,
3560,128,178,151.84, ,,
3561,127,183,149.66, ,,
3562,131,184,152.3, ,,
3563,122,186,150.58, ,,
3564,132,170,152.78, ,,
3565,129,194,152.14, ,,
3566,134,171,150.74, ,,
3567,129,183,151.8, ,,
3568,114,173,148.58, ,,
3569,123,182,152.3, ,,
3570,126,181,151.04, ,,
3571,118,181,149.76, ,,
3572,127,181,151, ,,
3573,130,177,149.96, ,,
3574,119,185,152.58, ,,
3575,128,187,152.68, ,,
3576,123,176,152.56, ,,
3577,130,182,151.56, ,,
3578,122,186,153.34, ,,
3579,131,178,150.44, ,,
3580,130,173,152.58, ,,
3581,125,182,152.48, ,,
3582,133,177,154.34, ,,
3583,127,178,149.52, ,,
3584,122,197,152.7, ,,
3585,127,186,152.32, ,,
3586,125,180,152.38, ,,
3587,134,181,152.48, ,,
3588,129,180,149.56, ,,
3589,121,183,149.28, ,,
3590,129,185,152.9, ,,
3591,117,173,147.18, ,,
3592,128,191,154.72, ,,
3593,124,186,149.78, ,,
3594,132,182,153.8, ,,
3595,129,175,151.96, ,,
3596,122,180,153.08, ,,
3597,133,177,152.22, ,,
3598,130,179,153.02, ,,
3599,123,176,150.62, ,,
3600,126,177,149.52, ,,
3601,118,175,154.24, ,,
3602,125,175,151.44, ,,
3603,118,175,149.28, ,,
3604,132,174,152.64, ,,
3605,129,188,150.78, ,,
3606,125,186,151.86, ,,
3607,128,181,150.28, ,,
3608,128,180,152, ,,
3609,130,175,150.98, ,,
3610,125,185,151.54, ,,
3611,123,178,151.22, ,,
3612,125,175,151.02, ,,
3613,126,166,149.26, ,,
3614,126,175,152.52, ,,
3615,125,194,154.04, ,,
3616,119,173,151.26, ,,
3617,123,178,151.74, ,,
3618,129,174,151.24, ,,
3619,130,175,150.6, ,,
3620,133,175,151.22, ,,
3621,129,181,152.96, ,,
3622,121,178,150.68, ,,
3623,122,197,151.28, ,,
3624,115,194,149.56, ,,
3625,131,178,150.42, ,,
3626,132,191,154.06, ,,
3627,121,181,151.68, ,,
3628,118,167,148.3, ,,
3629,124,178,153.22, ,,
3630,126,188,154.92, ,,
3631,125,171,150.94, ,,
3632,128,172,150.04, ,,
3633,120,190,152.84, ,,
3634,127,187,152.58, ,,
3635,127,197,152.7, ,,
3636,131,178,150.98, ,,
3637,125,181,154.04, ,,
3638,123,169,149.4, ,,
3639,123,183,152.76, ,,
3640,115,177,149.54, ,,
3641,133,180,154, ,,
3642,123,180,153.14, ,,
3643,131,185,154.58, ,,
3644,131,175,153.66, ,,
3645,130,182,153.78, ,,
3646,125,180,151.22, ,,
3647,130,189,152.3, ,,
3648,124,179,151.88, ,,
3649,123,177,153.18, ,,
3650,128,178,151.2, ,,
3651,126,186,154.92, ,,
3652,127,185,154.46, ,,
3653,138,184,158.24, ,,
3654,130,170,150.08, ,,
3655,126,175,149.38, ,,
3656,131,182,151.08, ,,
3657,121,173,149.86, ,,
3658,128,185,150.48, ,,
3659,122,171,150.98, ,,
3660,125,174,155.54, ,,
3661,127,185,153.66, ,,
3662,135,177,154.54, ,,
3663,131,175,152.8, ,,
3664,128,184,155.06, ,,
3665,127,179,151.42, ,,
3666,129,180,153.14, ,,
3667,127,179,151.62, ,,
3668,125,188,150.74, ,,
3669,129,178,150.84, ,,
3670,124,181,152.6, ,,
3671,129,179,151.94, ,,
3672,125,181,154.1, ,,
3673,133,178,152.88, ,,
3674,127,174,153.06, ,,
3675,136,176,153.94, ,,
3676,124,174,148.44, ,,
3677,120,180,151.14, ,,
3678,127,185,150.44, ,,
3679,121,184,153.06, ,,
3680,131,177,152.36, ,,
3681,126,177,150.78, ,,
3682,132,180,153.1, ,,
3683,125,192,152.82, ,,
3684,120,177,150, ,,
3685,121,178,152.22, ,,
3686,128,173,150.74, ,,
3687,121,175,150.64, ,,
3688,128,190,151.84, ,,
3689,126,193,153.28, ,,
3690,123,182,151.42, ,,
3691,129,177,153.98, ,,
3692,132,185,155.4, ,,
3693,122,193,155.42, ,,
3694,125,177,149.68, ,,
3695,130,182,153.24, ,,
3696,128,179,153.82, ,,
3697,126,167,149.64, ,,
3698,127,179,151.96, ,,
3699,127,180,153.34, ,,
3700,130,182,155.6, ,,
3701,131,176,154.02, ,,
3702,124,181,154.42, ,,
3703,130,180,153.58, ,,
3704,131,174,153.86, ,,
3705,122,188,151.92, ,,
3706,122,178,150.2, ,,
3707,125,164,149.48, ,,
3708,124,182,151.22, ,,
3709,113,180,149.22, ,,
3710,127,185,154.42, ,,
3711,130,181,150.5, ,,
3712,124,173,151.08, ,,
3713,121,182,151.24, ,,
3714,128,178,154.34, ,,
3715,125,187,151.68, ,,
3716,131,186,154.2, ,,
3717,130,177,152.62, ,,
3718,126,181,154.66, ,,
3719,121,186,150.26, ,,
3720,126,179,151.54, ,,
3721,126,181,150.38, ,,
3722,128,179,149.6, ,,
3723,130,183,151.48, ,,
3724,131,179,151.52, ,,
3725,129,173,152.86, ,,
3726,131,184,155.12, ,,
3727,125,183,150.76, ,,
3728,122,181,154.58, ,,
3729,115,187,154.82, ,,
3730,118,178,152.88, ,,
3731,124,184,152.46, ,,
3732,125,185,155.48, ,,
3733,128,176,150.62, ,,
3734,124,186,153.6, ,,
3735,120,175,152.62, ,,
3736,112,178,152.2, ,,
3737,129,178,153.36, ,,
3738,122,176,152.2, ,,
3739,124,173,150.24, ,,
3740,130,193,155.78, ,,
3741,119,181,152.78, ,,
3742,129,179,152.52, ,,
3743,123,176,151.72, ,,
3744,124,183,154.08, ,,
3745,130,187,153.56, ,,
3746,124,185,152.8, ,,
3747,124,177,151.08, ,,
3748,127,185,154.12, ,,
3749,121,176,152.96, ,,
3750,133,176,156.84, ,,
3751,129,186,154.54, ,,
3752,126,187,153.96, ,,
3753,120,172,150.22, ,,
3754,127,194,152.46, ,,
3755,130,191,154.38, ,,
3756,131,176,154.46, ,,
3757,132,173,150.64, ,,
3758,135,174,153.84, ,,
3759,123,184,152.84, ,,
3760,128,184,155.3, ,,
3761,113,180,152.08, ,,
3762,122,178,152.02, ,,
3763,129,189,153, ,,
3764,123,190,153.12, ,,
3765,129,174,154.18, ,,
3766,136,183,153.26, ,,
3767,125,178,150.82, ,,
3768,127,176,151.94, ,,
3769,129,186,151.52, ,,
3770,123,169,149.96, ,,
3771,130,184,153.12, ,,
3772,131,175,154.26, ,,
3773,135,178,154.76, ,,
3774,129,191,152.62, ,,
3775,131,190,153.44, ,,
3776,125,177,153.7, ,,
3777,123,181,152.32, ,,
3778,120,171,151.48, ,,
3779,123,181,151.74, ,,
3780,128,185,153.86, ,,
3781,128,191,153.2, ,,
3782,121,193,151.58, ,,
3783,124,182,153.56, ,,
