Machine = 10,Job = 5,Task = 60,Ant = 50,
Sedai , Best , Bad , Average 
0 , 135.0 , 183.0 , 156.72 , 
1 , 133.0 , 181.0 , 156.56 , 
2 , 133.0 , 202.0 , 160.6 , 
3 , 136.0 , 178.0 , 155.34 , 
4 , 135.0 , 179.0 , 158.14 , 
5 , 130.0 , 187.0 , 156.64 , 
6 , 127.0 , 185.0 , 154.7 , 
7 , 129.0 , 179.0 , 155.66 , 
8 , 130.0 , 193.0 , 155.56 , 
9 , 129.0 , 188.0 , 157.58 , 
10 , 132.0 , 185.0 , 158.36 , 
11 , 132.0 , 188.0 , 155.76 , 
12 , 135.0 , 188.0 , 156.5 , 
13 , 135.0 , 191.0 , 160.36 , 
14 , 135.0 , 188.0 , 155.06 , 
15 , 131.0 , 190.0 , 154.78 , 
16 , 136.0 , 180.0 , 155.54 , 
17 , 129.0 , 182.0 , 157.56 , 
18 , 131.0 , 184.0 , 156.7 , 
19 , 134.0 , 176.0 , 156.2 , 
20 , 135.0 , 179.0 , 154.1 , 
21 , 120.0 , 188.0 , 156.84 , 
22 , 137.0 , 191.0 , 160.58 , 
23 , 137.0 , 188.0 , 158.42 , 
24 , 140.0 , 176.0 , 157.2 , 
25 , 132.0 , 176.0 , 155.16 , 
26 , 127.0 , 185.0 , 156.14 , 
27 , 136.0 , 176.0 , 154.14 , 
28 , 128.0 , 180.0 , 155.04 , 
29 , 131.0 , 181.0 , 154.24 , 
30 , 134.0 , 191.0 , 156.5 , 
31 , 136.0 , 180.0 , 155.06 , 
32 , 121.0 , 196.0 , 153.94 , 
33 , 132.0 , 187.0 , 157.72 , 
34 , 121.0 , 181.0 , 152.16 , 
35 , 126.0 , 185.0 , 154.26 , 
36 , 132.0 , 183.0 , 157.72 , 
37 , 133.0 , 192.0 , 154.22 , 
38 , 126.0 , 197.0 , 156.86 , 
39 , 132.0 , 178.0 , 155.02 , 
40 , 126.0 , 187.0 , 155.14 , 
41 , 134.0 , 176.0 , 155.34 , 
42 , 139.0 , 201.0 , 156.54 , 
43 , 127.0 , 178.0 , 154.8 , 
44 , 136.0 , 192.0 , 155.84 , 
45 , 131.0 , 184.0 , 151.58 , 
46 , 129.0 , 182.0 , 154.66 , 
47 , 136.0 , 178.0 , 156.36 , 
48 , 125.0 , 183.0 , 153.98 , 
49 , 118.0 , 197.0 , 157.02 , 
50 , 135.0 , 184.0 , 157.56 , 
51 , 133.0 , 182.0 , 156.2 , 
52 , 134.0 , 197.0 , 157.76 , 
53 , 138.0 , 190.0 , 156.92 , 
54 , 132.0 , 196.0 , 157.86 , 
55 , 133.0 , 199.0 , 160.12 , 
56 , 131.0 , 179.0 , 155.74 , 
57 , 133.0 , 182.0 , 157.0 , 
58 , 129.0 , 177.0 , 155.36 , 
59 , 136.0 , 203.0 , 155.94 , 
60 , 130.0 , 186.0 , 154.78 , 
61 , 136.0 , 196.0 , 155.14 , 
62 , 125.0 , 180.0 , 158.52 , 
63 , 131.0 , 197.0 , 158.34 , 
64 , 128.0 , 189.0 , 157.72 , 
65 , 127.0 , 184.0 , 153.52 , 
66 , 127.0 , 187.0 , 154.24 , 
67 , 125.0 , 188.0 , 156.98 , 
68 , 133.0 , 187.0 , 157.04 , 
69 , 125.0 , 181.0 , 155.38 , 
70 , 139.0 , 184.0 , 158.1 , 
71 , 139.0 , 199.0 , 159.8 , 
72 , 133.0 , 183.0 , 157.72 , 
73 , 137.0 , 186.0 , 154.24 , 
74 , 122.0 , 198.0 , 156.6 , 
75 , 129.0 , 179.0 , 150.48 , 
76 , 130.0 , 185.0 , 157.52 , 
77 , 130.0 , 186.0 , 155.04 , 
78 , 136.0 , 177.0 , 155.44 , 
79 , 130.0 , 187.0 , 155.94 , 
80 , 134.0 , 207.0 , 154.42 , 
81 , 128.0 , 187.0 , 157.02 , 
82 , 128.0 , 197.0 , 156.26 , 
83 , 124.0 , 179.0 , 156.46 , 
84 , 127.0 , 182.0 , 151.86 , 
85 , 121.0 , 180.0 , 154.18 , 
86 , 132.0 , 188.0 , 157.42 , 
87 , 131.0 , 176.0 , 153.04 , 
