Machine = 10,Job = 5,Task = 60,Ant = 50,
Sedai , Best , Bad , Average 
0 , 131.0 , 195.0 , 159.82 , 
1 , 133.0 , 186.0 , 158.06 , 
2 , 136.0 , 182.0 , 156.98 , 
3 , 127.0 , 179.0 , 155.04 , 
4 , 135.0 , 193.0 , 155.76 , 
5 , 139.0 , 178.0 , 157.0 , 
6 , 132.0 , 195.0 , 159.2 , 
7 , 132.0 , 175.0 , 157.66 , 
8 , 133.0 , 176.0 , 156.22 , 
9 , 135.0 , 185.0 , 153.02 , 
10 , 130.0 , 184.0 , 153.6 , 
11 , 127.0 , 187.0 , 154.5 , 
12 , 134.0 , 189.0 , 154.08 , 
13 , 132.0 , 196.0 , 155.8 , 
14 , 134.0 , 174.0 , 156.4 , 
15 , 136.0 , 182.0 , 157.66 , 
16 , 124.0 , 182.0 , 153.0 , 
17 , 137.0 , 182.0 , 155.8 , 
18 , 129.0 , 184.0 , 153.86 , 
19 , 136.0 , 190.0 , 155.28 , 
20 , 137.0 , 188.0 , 155.82 , 
21 , 131.0 , 190.0 , 155.66 , 
22 , 125.0 , 194.0 , 154.78 , 
23 , 130.0 , 187.0 , 158.94 , 
24 , 130.0 , 185.0 , 155.56 , 
25 , 132.0 , 182.0 , 154.22 , 
26 , 132.0 , 189.0 , 156.8 , 
27 , 126.0 , 196.0 , 154.9 , 
28 , 123.0 , 183.0 , 155.32 , 
29 , 127.0 , 178.0 , 154.44 , 
30 , 119.0 , 186.0 , 155.26 , 
31 , 129.0 , 184.0 , 159.98 , 
32 , 131.0 , 178.0 , 153.38 , 
33 , 127.0 , 194.0 , 155.04 , 
34 , 139.0 , 185.0 , 158.32 , 
35 , 128.0 , 189.0 , 154.86 , 
36 , 136.0 , 190.0 , 153.2 , 
37 , 139.0 , 190.0 , 154.86 , 
38 , 129.0 , 199.0 , 155.94 , 
39 , 129.0 , 181.0 , 152.5 , 
40 , 133.0 , 176.0 , 157.32 , 
41 , 133.0 , 186.0 , 153.46 , 
42 , 131.0 , 183.0 , 153.92 , 
43 , 129.0 , 188.0 , 153.34 , 
44 , 126.0 , 180.0 , 154.96 , 
45 , 128.0 , 172.0 , 151.32 , 
46 , 128.0 , 183.0 , 151.6 , 
47 , 131.0 , 201.0 , 154.56 , 
48 , 122.0 , 185.0 , 155.42 , 
49 , 126.0 , 178.0 , 153.72 , 
50 , 131.0 , 181.0 , 153.9 , 
51 , 132.0 , 191.0 , 156.64 , 
52 , 134.0 , 208.0 , 155.02 , 
53 , 135.0 , 182.0 , 157.56 , 
54 , 122.0 , 192.0 , 152.7 , 
55 , 123.0 , 174.0 , 151.88 , 
56 , 133.0 , 180.0 , 154.72 , 
57 , 127.0 , 181.0 , 154.82 , 
58 , 132.0 , 190.0 , 152.56 , 
59 , 124.0 , 184.0 , 151.76 , 
60 , 132.0 , 187.0 , 155.36 , 
61 , 122.0 , 178.0 , 151.3 , 
62 , 134.0 , 178.0 , 157.26 , 
63 , 132.0 , 180.0 , 154.54 , 
64 , 126.0 , 185.0 , 151.1 , 
65 , 130.0 , 183.0 , 154.98 , 
66 , 132.0 , 174.0 , 151.98 , 
67 , 129.0 , 194.0 , 154.06 , 
68 , 135.0 , 177.0 , 153.46 , 
69 , 128.0 , 185.0 , 158.08 , 
70 , 120.0 , 178.0 , 154.74 , 
