Machine = 10,Job = 5,Task = 60,Ant = 50,
Sedai , Best , Bad , Average 
0 , 131.0 , 182.0 , 157.78 , 
1 , 132.0 , 186.0 , 154.32 , 
2 , 135.0 , 179.0 , 159.04 , 
3 , 132.0 , 182.0 , 155.18 , 
4 , 130.0 , 189.0 , 157.4 , 
5 , 128.0 , 195.0 , 156.34 , 
6 , 128.0 , 175.0 , 152.7 , 
7 , 138.0 , 191.0 , 157.82 , 
8 , 121.0 , 183.0 , 155.12 , 
9 , 135.0 , 180.0 , 153.82 , 
10 , 135.0 , 186.0 , 156.7 , 
11 , 126.0 , 187.0 , 154.62 , 
12 , 130.0 , 183.0 , 157.44 , 
13 , 131.0 , 185.0 , 153.32 , 
14 , 132.0 , 179.0 , 153.4 , 
15 , 134.0 , 171.0 , 154.3 , 
16 , 129.0 , 177.0 , 154.42 , 
17 , 134.0 , 185.0 , 154.7 , 
18 , 124.0 , 191.0 , 156.4 , 
19 , 120.0 , 173.0 , 152.56 , 
20 , 128.0 , 181.0 , 154.58 , 
21 , 129.0 , 181.0 , 155.78 , 
22 , 128.0 , 184.0 , 153.24 , 
23 , 122.0 , 179.0 , 151.98 , 
24 , 130.0 , 179.0 , 155.12 , 
25 , 132.0 , 177.0 , 153.56 , 
26 , 140.0 , 175.0 , 154.08 , 
27 , 138.0 , 186.0 , 155.2 , 
28 , 125.0 , 181.0 , 150.86 , 
29 , 125.0 , 186.0 , 150.58 , 
30 , 120.0 , 194.0 , 151.3 , 
31 , 134.0 , 177.0 , 155.38 , 
32 , 122.0 , 189.0 , 151.68 , 
33 , 128.0 , 183.0 , 154.88 , 
34 , 132.0 , 187.0 , 153.44 , 
35 , 128.0 , 188.0 , 153.76 , 
36 , 124.0 , 181.0 , 152.28 , 
37 , 128.0 , 172.0 , 151.32 , 
38 , 129.0 , 195.0 , 153.82 , 
39 , 128.0 , 194.0 , 151.66 , 
40 , 123.0 , 177.0 , 149.88 , 
41 , 128.0 , 177.0 , 151.72 , 
42 , 131.0 , 190.0 , 154.16 , 
43 , 123.0 , 187.0 , 153.44 , 
44 , 132.0 , 184.0 , 153.2 , 
45 , 135.0 , 189.0 , 154.5 , 
46 , 128.0 , 193.0 , 154.66 , 
47 , 129.0 , 184.0 , 150.76 , 
48 , 131.0 , 174.0 , 152.6 , 
49 , 122.0 , 170.0 , 151.94 , 
50 , 126.0 , 195.0 , 148.54 , 
51 , 126.0 , 178.0 , 152.8 , 
52 , 123.0 , 179.0 , 151.64 , 
53 , 116.0 , 178.0 , 151.12 , 
54 , 127.0 , 179.0 , 154.94 , 
55 , 125.0 , 201.0 , 151.52 , 
56 , 130.0 , 169.0 , 148.72 , 
57 , 131.0 , 187.0 , 153.52 , 
58 , 127.0 , 181.0 , 151.6 , 
59 , 129.0 , 173.0 , 149.7 , 
60 , 128.0 , 183.0 , 153.56 , 
61 , 124.0 , 183.0 , 151.64 , 
62 , 122.0 , 180.0 , 150.44 , 
63 , 121.0 , 183.0 , 153.58 , 
64 , 132.0 , 175.0 , 150.52 , 
65 , 131.0 , 181.0 , 152.04 , 
